"","X","Date","Month","Locality","Site","Bar","Station","Counter","Quadrat_ID","Live_Dead","Size","Count","Treatment","Location","Substation","Year"
"13562",13562,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_07","D",36.7,1,"control",NA,"HBI3","2010"
"13563",13563,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_07","D",31.6,1,"control",NA,"HBI3","2010"
"13564",13564,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_07","D",27.8,1,"control",NA,"HBI3","2010"
"13565",13565,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_07","D",28.2,1,"control",NA,"HBI3","2010"
"13566",13566,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_07","D",39,1,"control",NA,"HBI3","2010"
"13567",13567,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_07","D",26.8,1,"control",NA,"HBI3","2010"
"13568",13568,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_07","L",24.9,1,"control",NA,"HBI3","2010"
"13569",13569,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_07","L",22.4,1,"control",NA,"HBI3","2010"
"13570",13570,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_07","L",30.5,1,"control",NA,"HBI3","2010"
"13571",13571,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_07","L",35,1,"control",NA,"HBI3","2010"
"13572",13572,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_07","L",14.7,1,"control",NA,"HBI3","2010"
"13573",13573,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_07","L",18,1,"control",NA,"HBI3","2010"
"13574",13574,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_07","L",29.6,1,"control",NA,"HBI3","2010"
"13575",13575,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_07","L",17.8,1,"control",NA,"HBI3","2010"
"13576",13576,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_07","L",28.1,1,"control",NA,"HBI3","2010"
"13577",13577,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_07","L",29.2,1,"control",NA,"HBI3","2010"
"13578",13578,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_07","L",24.9,1,"control",NA,"HBI3","2010"
"13579",13579,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_07","L",22.4,1,"control",NA,"HBI3","2010"
"13580",13580,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_07","L",30.5,1,"control",NA,"HBI3","2010"
"13581",13581,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_07","L",35,1,"control",NA,"HBI3","2010"
"13582",13582,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_07","L",14.7,1,"control",NA,"HBI3","2010"
"13583",13583,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_07","L",18,1,"control",NA,"HBI3","2010"
"13584",13584,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_07","L",29.6,1,"control",NA,"HBI3","2010"
"13585",13585,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_07","L",17.8,1,"control",NA,"HBI3","2010"
"13586",13586,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_07","L",28.1,1,"control",NA,"HBI3","2010"
"13587",13587,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_07","L",29.2,1,"control",NA,"HBI3","2010"
"13588",13588,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_07","D",36.7,1,"control",NA,"HBI3","2010"
"13589",13589,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_07","D",31.6,1,"control",NA,"HBI3","2010"
"13590",13590,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_07","D",27.8,1,"control",NA,"HBI3","2010"
"13591",13591,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_07","D",28.2,1,"control",NA,"HBI3","2010"
"13592",13592,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_07","D",39,1,"control",NA,"HBI3","2010"
"13593",13593,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_07","D",26.8,1,"control",NA,"HBI3","2010"
"13594",13594,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_08","D",NA,0,"control",NA,"HBI3","2010"
"13595",13595,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_08","L",NA,0,"control",NA,"HBI3","2010"
"13596",13596,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_08","L",NA,0,"control",NA,"HBI3","2010"
"13597",13597,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_08","D",NA,0,"control",NA,"HBI3","2010"
"13598",13598,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_09","D",NA,1,"control",NA,"HBI3","2010"
"13599",13599,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_09","L",NA,9,"control",NA,"HBI3","2010"
"13600",13600,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_09","L",NA,9,"control",NA,"HBI3","2010"
"13601",13601,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_09","D",NA,1,"control",NA,"HBI3","2010"
"13602",13602,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_10","D",NA,0,"control",NA,"HBI3","2010"
"13603",13603,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_10","L",NA,10,"control",NA,"HBI3","2010"
"13604",13604,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_10","L",NA,10,"control",NA,"HBI3","2010"
"13605",13605,2010-12-08,"Dec","HB","I",3,"HBI3","FREDERICK","20101208_HBI3_01_10","D",NA,0,"control",NA,"HBI3","2010"
"13606",13606,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_01","D",16.6,1,"control",NA,"HBN1","2010"
"13607",13607,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_01","L",12.8,1,"control",NA,"HBN1","2010"
"13608",13608,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_01","L",8.9,1,"control",NA,"HBN1","2010"
"13609",13609,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_01","L",19.6,1,"control",NA,"HBN1","2010"
"13610",13610,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_01","L",16.8,1,"control",NA,"HBN1","2010"
"13611",13611,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_01","L",12.8,1,"control",NA,"HBN1","2010"
"13612",13612,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_01","L",8.9,1,"control",NA,"HBN1","2010"
"13613",13613,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_01","L",19.6,1,"control",NA,"HBN1","2010"
"13614",13614,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_01","L",16.8,1,"control",NA,"HBN1","2010"
"13615",13615,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_01","D",16.6,1,"control",NA,"HBN1","2010"
"13616",13616,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_02","D",NA,0,"control",NA,"HBN1","2010"
"13617",13617,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_02","L",NA,0,"control",NA,"HBN1","2010"
"13618",13618,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_02","L",NA,0,"control",NA,"HBN1","2010"
"13619",13619,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_02","D",NA,0,"control",NA,"HBN1","2010"
"13620",13620,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_03","D",NA,1,"control",NA,"HBN1","2010"
"13621",13621,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_03","L",NA,0,"control",NA,"HBN1","2010"
"13622",13622,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_03","L",NA,0,"control",NA,"HBN1","2010"
"13623",13623,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_03","D",NA,1,"control",NA,"HBN1","2010"
"13624",13624,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_04","D",NA,0,"control",NA,"HBN1","2010"
"13625",13625,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_04","L",21.3,1,"control",NA,"HBN1","2010"
"13626",13626,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_04","L",26.4,1,"control",NA,"HBN1","2010"
"13627",13627,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_04","L",33.8,1,"control",NA,"HBN1","2010"
"13628",13628,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_04","L",21.3,1,"control",NA,"HBN1","2010"
"13629",13629,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_04","L",26.4,1,"control",NA,"HBN1","2010"
"13630",13630,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_04","L",33.8,1,"control",NA,"HBN1","2010"
"13631",13631,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_04","D",NA,0,"control",NA,"HBN1","2010"
"13632",13632,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_05","D",NA,0,"control",NA,"HBN1","2010"
"13633",13633,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_05","L",20.9,1,"control",NA,"HBN1","2010"
"13634",13634,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_05","L",20.9,1,"control",NA,"HBN1","2010"
"13635",13635,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_05","D",NA,0,"control",NA,"HBN1","2010"
"13636",13636,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_06","D",NA,0,"control",NA,"HBN1","2010"
"13637",13637,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_06","L",14.2,1,"control",NA,"HBN1","2010"
"13638",13638,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_06","L",20,1,"control",NA,"HBN1","2010"
"13639",13639,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_06","L",16.6,1,"control",NA,"HBN1","2010"
"13640",13640,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_06","L",13.6,1,"control",NA,"HBN1","2010"
"13641",13641,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_06","L",22.2,1,"control",NA,"HBN1","2010"
"13642",13642,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_06","L",14.2,1,"control",NA,"HBN1","2010"
"13643",13643,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_06","L",20,1,"control",NA,"HBN1","2010"
"13644",13644,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_06","L",16.6,1,"control",NA,"HBN1","2010"
"13645",13645,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_06","L",13.6,1,"control",NA,"HBN1","2010"
"13646",13646,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_06","L",22.2,1,"control",NA,"HBN1","2010"
"13647",13647,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_06","D",NA,0,"control",NA,"HBN1","2010"
"13648",13648,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_07","D",NA,0,"control",NA,"HBN1","2010"
"13649",13649,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_07","L",NA,1,"control",NA,"HBN1","2010"
"13650",13650,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_07","L",NA,1,"control",NA,"HBN1","2010"
"13651",13651,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_07","D",NA,0,"control",NA,"HBN1","2010"
"13652",13652,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_08","D",NA,0,"control",NA,"HBN1","2010"
"13653",13653,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_08","L",48.5,1,"control",NA,"HBN1","2010"
"13654",13654,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_08","L",20.8,1,"control",NA,"HBN1","2010"
"13655",13655,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_08","L",18.9,1,"control",NA,"HBN1","2010"
"13656",13656,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_08","L",13.8,1,"control",NA,"HBN1","2010"
"13657",13657,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_08","L",16.5,1,"control",NA,"HBN1","2010"
"13658",13658,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_08","L",48.5,1,"control",NA,"HBN1","2010"
"13659",13659,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_08","L",20.8,1,"control",NA,"HBN1","2010"
"13660",13660,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_08","L",18.9,1,"control",NA,"HBN1","2010"
"13661",13661,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_08","L",13.8,1,"control",NA,"HBN1","2010"
"13662",13662,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_08","L",16.5,1,"control",NA,"HBN1","2010"
"13663",13663,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_08","D",NA,0,"control",NA,"HBN1","2010"
"13664",13664,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_09","D",NA,0,"control",NA,"HBN1","2010"
"13665",13665,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_09","L",NA,0,"control",NA,"HBN1","2010"
"13666",13666,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_09","L",NA,0,"control",NA,"HBN1","2010"
"13667",13667,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_09","D",NA,0,"control",NA,"HBN1","2010"
"13668",13668,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_10","D",NA,0,"control",NA,"HBN1","2010"
"13669",13669,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_10","L",27.7,1,"control",NA,"HBN1","2010"
"13670",13670,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_10","L",25.8,1,"control",NA,"HBN1","2010"
"13671",13671,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_10","L",15.6,1,"control",NA,"HBN1","2010"
"13672",13672,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_10","L",18.9,1,"control",NA,"HBN1","2010"
"13673",13673,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_10","L",27.7,1,"control",NA,"HBN1","2010"
"13674",13674,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_10","L",25.8,1,"control",NA,"HBN1","2010"
"13675",13675,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_10","L",15.6,1,"control",NA,"HBN1","2010"
"13676",13676,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_10","L",18.9,1,"control",NA,"HBN1","2010"
"13677",13677,2010-12-08,"Dec","HB","N",1,"HBN1","FREDERICK","20101208_HBN1_01_10","D",NA,0,"control",NA,"HBN1","2010"
"13678",13678,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_01","D",NA,0,"control",NA,"HBN2","2010"
"13679",13679,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_01","L",NA,0,"control",NA,"HBN2","2010"
"13680",13680,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_01","L",NA,0,"control",NA,"HBN2","2010"
"13681",13681,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_01","D",NA,0,"control",NA,"HBN2","2010"
"13682",13682,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_02","L",22.6,1,"control",NA,"HBN2","2010"
"13683",13683,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_02","L",20.1,1,"control",NA,"HBN2","2010"
"13684",13684,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_02","L",20,1,"control",NA,"HBN2","2010"
"13685",13685,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_02","L",26.6,1,"control",NA,"HBN2","2010"
"13686",13686,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_02","L",NA,0,"control",NA,"HBN2","2010"
"13687",13687,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_02","L",22.6,1,"control",NA,"HBN2","2010"
"13688",13688,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_02","L",20.1,1,"control",NA,"HBN2","2010"
"13689",13689,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_02","L",20,1,"control",NA,"HBN2","2010"
"13690",13690,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_02","L",26.6,1,"control",NA,"HBN2","2010"
"13691",13691,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_02","L",NA,0,"control",NA,"HBN2","2010"
"13692",13692,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_03","D",NA,0,"control",NA,"HBN2","2010"
"13693",13693,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_03","L",NA,0,"control",NA,"HBN2","2010"
"13694",13694,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_03","L",NA,0,"control",NA,"HBN2","2010"
"13695",13695,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_03","D",NA,0,"control",NA,"HBN2","2010"
"13696",13696,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_04","D",NA,0,"control",NA,"HBN2","2010"
"13697",13697,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_04","L",NA,0,"control",NA,"HBN2","2010"
"13698",13698,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_04","L",NA,0,"control",NA,"HBN2","2010"
"13699",13699,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_04","D",NA,0,"control",NA,"HBN2","2010"
"13700",13700,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_05","D",NA,0,"control",NA,"HBN2","2010"
"13701",13701,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_05","L",NA,0,"control",NA,"HBN2","2010"
"13702",13702,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_05","L",NA,0,"control",NA,"HBN2","2010"
"13703",13703,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_05","D",NA,0,"control",NA,"HBN2","2010"
"13704",13704,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_06","D",NA,0,"control",NA,"HBN2","2010"
"13705",13705,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_06","L",NA,0,"control",NA,"HBN2","2010"
"13706",13706,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_06","L",NA,0,"control",NA,"HBN2","2010"
"13707",13707,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_06","D",NA,0,"control",NA,"HBN2","2010"
"13708",13708,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_07","D",NA,0,"control",NA,"HBN2","2010"
"13709",13709,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_07","L",NA,0,"control",NA,"HBN2","2010"
"13710",13710,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_07","L",NA,0,"control",NA,"HBN2","2010"
"13711",13711,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_07","D",NA,0,"control",NA,"HBN2","2010"
"13712",13712,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_08","D",NA,0,"control",NA,"HBN2","2010"
"13713",13713,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_08","L",NA,0,"control",NA,"HBN2","2010"
"13714",13714,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_08","L",NA,0,"control",NA,"HBN2","2010"
"13715",13715,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_08","D",NA,0,"control",NA,"HBN2","2010"
"13716",13716,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_09","D",NA,0,"control",NA,"HBN2","2010"
"13717",13717,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_09","L",12.3,1,"control",NA,"HBN2","2010"
"13718",13718,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_09","L",12.3,1,"control",NA,"HBN2","2010"
"13719",13719,2010-12-08,"Dec","HB","N",2,"HBN2","FREDERICK","20101208_HBN2_01_09","D",NA,0,"control",NA,"HBN2","2010"
"13720",13720,2010-12-08,"Dec","HB","N",5,"HBN5","DREW","20101208_HBN5_01_01","D",NA,0,"control",NA,"HBN5","2010"
"13721",13721,2010-12-08,"Dec","HB","N",5,"HBN5","DREW","20101208_HBN5_01_01","L",37,1,"control",NA,"HBN5","2010"
"13722",13722,2010-12-08,"Dec","HB","N",5,"HBN5","DREW","20101208_HBN5_01_01","L",35.7,1,"control",NA,"HBN5","2010"
"13723",13723,2010-12-08,"Dec","HB","N",5,"HBN5","DREW","20101208_HBN5_01_01","L",10.7,1,"control",NA,"HBN5","2010"
"13724",13724,2010-12-08,"Dec","HB","N",5,"HBN5","DREW","20101208_HBN5_01_01","L",37,1,"control",NA,"HBN5","2010"
"13725",13725,2010-12-08,"Dec","HB","N",5,"HBN5","DREW","20101208_HBN5_01_01","L",35.7,1,"control",NA,"HBN5","2010"
"13726",13726,2010-12-08,"Dec","HB","N",5,"HBN5","DREW","20101208_HBN5_01_01","L",10.7,1,"control",NA,"HBN5","2010"
"13727",13727,2010-12-08,"Dec","HB","N",5,"HBN5","DREW","20101208_HBN5_01_01","D",NA,0,"control",NA,"HBN5","2010"
"13728",13728,2010-12-08,"Dec","HB","N",5,"HBN5","DREW","20101208_HBN5_01_02","D",NA,0,"control",NA,"HBN5","2010"
"13729",13729,2010-12-08,"Dec","HB","N",5,"HBN5","DREW","20101208_HBN5_01_02","L",13.9,1,"control",NA,"HBN5","2010"
"13730",13730,2010-12-08,"Dec","HB","N",5,"HBN5","DREW","20101208_HBN5_01_02","L",13.9,1,"control",NA,"HBN5","2010"
"13731",13731,2010-12-08,"Dec","HB","N",5,"HBN5","DREW","20101208_HBN5_01_02","D",NA,0,"control",NA,"HBN5","2010"
"13732",13732,2010-12-08,"Dec","HB","N",5,"HBN5","DREW","20101208_HBN5_01_03","D",NA,0,"control",NA,"HBN5","2010"
"13733",13733,2010-12-08,"Dec","HB","N",5,"HBN5","DREW","20101208_HBN5_01_03","L",12.4,1,"control",NA,"HBN5","2010"
"13734",13734,2010-12-08,"Dec","HB","N",5,"HBN5","DREW","20101208_HBN5_01_03","L",12.5,1,"control",NA,"HBN5","2010"
"13735",13735,2010-12-08,"Dec","HB","N",5,"HBN5","DREW","20101208_HBN5_01_03","L",13.8,1,"control",NA,"HBN5","2010"
"13736",13736,2010-12-08,"Dec","HB","N",5,"HBN5","DREW","20101208_HBN5_01_03","L",21,1,"control",NA,"HBN5","2010"
"13737",13737,2010-12-08,"Dec","HB","N",5,"HBN5","DREW","20101208_HBN5_01_03","L",34.7,1,"control",NA,"HBN5","2010"
"13738",13738,2010-12-08,"Dec","HB","N",5,"HBN5","DREW","20101208_HBN5_01_03","L",16.5,1,"control",NA,"HBN5","2010"
"13739",13739,2010-12-08,"Dec","HB","N",5,"HBN5","DREW","20101208_HBN5_01_03","L",18.6,1,"control",NA,"HBN5","2010"
"13740",13740,2010-12-08,"Dec","HB","N",5,"HBN5","DREW","20101208_HBN5_01_03","L",13.9,1,"control",NA,"HBN5","2010"
"13741",13741,2010-12-08,"Dec","HB","N",5,"HBN5","DREW","20101208_HBN5_01_03","L",12.4,1,"control",NA,"HBN5","2010"
"13742",13742,2010-12-08,"Dec","HB","N",5,"HBN5","DREW","20101208_HBN5_01_03","L",12.5,1,"control",NA,"HBN5","2010"
"13743",13743,2010-12-08,"Dec","HB","N",5,"HBN5","DREW","20101208_HBN5_01_03","L",13.8,1,"control",NA,"HBN5","2010"
"13744",13744,2010-12-08,"Dec","HB","N",5,"HBN5","DREW","20101208_HBN5_01_03","L",21,1,"control",NA,"HBN5","2010"
"13745",13745,2010-12-08,"Dec","HB","N",5,"HBN5","DREW","20101208_HBN5_01_03","L",34.7,1,"control",NA,"HBN5","2010"
"13746",13746,2010-12-08,"Dec","HB","N",5,"HBN5","DREW","20101208_HBN5_01_03","L",16.5,1,"control",NA,"HBN5","2010"
