LATITUDE,LONGITUDE,SEASON,TYPE,COUNTY,LOCATION,STATION,YYYY,MM,DD,TIME,DEPTH (m),SECCHI (m),TEMP (°C),SAL (°/°°),DO (mg/L),pH,WIND (mph),WIND DIR,TN (µg/L),TP (µg/L),CHL (µg/L)(uncorrected),CHL (µg/L)(corrected),COLOR (Pt-Co units),Kd average,Kd Z >= 0.5 m average,Notes,Samplers,Monthly Estuary Averages:,Dates,TEMP (°C),SAL (°/°°),DO (mg/L),pH,TN (µg/L),TP (µg/L),CHL (µg/L)(uncorrected),Color (PCU),Kd Z >= 0.5 m average,Notes:
29.30417,-83.17600,Summer,Estuary,Dixie,Suwannee,4,2007,7,25,10:10,1.3,0.8,27.18,15.66,5.83,8.04,2.5,ESE,550,80,16.60,10.84,15,3.35,3.35,,"D.B., D.S.",,,,,,,,,,,,
29.27500,-83.16167,Summer,Estuary,Dixie,Suwannee,5,2007,7,25,12:15,1.6,0.7,28.06,22.47,6.00,8.22,.,.,470,83,16.37,12.29,15,1.99,1.99,,"D.B., D.S.",,,,,,,,,,,,
29.24167,-83.14167,Summer,Estuary,Dixie,Suwannee,6,2007,7,25,11:55,2.6,0.8,28.81,28.42,5.71,8.26,2.4,ESE,440,64,13.01,9.72,8,1.79,1.79,,"D.B., D.S.",,,,,,,,,,,,
29.30833,-83.24167,Summer,Estuary,Dixie,Suwannee,7,2007,7,25,10:50,3.7,Bottom,29.00,32.75,3.53,8.20,5.5,ESE,230,15,3.59,2.90,4,0.87,0.87,,"D.B., D.S.",,,,,,,,,,,,
29.27500,-83.22500,Summer,Estuary,Dixie,Suwannee,8,2007,7,25,11:10,4.4,Bottom,29.13,32.69,3.14,8.15,4.4,ESE,240,19,3.36,2.68,2,1.00,1.00,,"D.B., D.S.",,,,,,,,,,,,
29.24167,-83.20833,Summer,Estuary,Dixie,Suwannee,9,2007,7,25,11:25,4.3,Bottom,29.35,32.74,3.52,8.15,4.0,ESE,210,17,2.99,2.35,3,1.19,1.19,,"D.B., D.S.",,,,,,,,,,,,
29.20833,-83.19167,Summer,Estuary,Dixie,Suwannee,10,2007,7,25,11:40,4.0,2.5,29.58,32.65,5.56,8.17,2.1,S,230,23,4.00,3.24,3,1.47,1.47,,"D.B., D.S.",,7/25/2007,28.70,27.70,4.55,8.14,360,47,9.94,8,1.71,
29.32723,-83.10382,Summer,River/Stream,Dixie,Suwannee,1,2007,8,9,12:30,4.3,2.4,30.84,0.35,9.04,8.21,2.5,SW,580,62,.,.,10,1.04,1.04,,"D.B., D.S.",,,,,,,,,,,,
29.30833,-83.14667,Summer,River/Stream,Dixie,Suwannee,2,2007,8,9,12:20,3.5,0.9,32.31,17.14,5.47,7.90,.,.,490,76,11.19,9.87,17,1.70,1.70,,"D.B., D.S.",,,,,,,,,,,,
29.34167,-83.19167,Summer,Estuary,Dixie,Suwannee,3,2007,8,9,10:35,2.1,1.0,31.85,26.78,5.00,7.98,.,.,670,73,17.60,15.00,19,1.96,1.96,,"D.B., D.S.",,,,,,,,,,,,
29.30417,-83.17600,Summer,Estuary,Dixie,Suwannee,4,2007,8,9,10:15,1.8,1.0,31.54,26.64,4.81,7.91,1.5,W,490,60,15.31,12.51,17,1.57,1.57,,"D.B., D.S.",,,,,,,,,,,,
29.27500,-83.16167,Summer,Estuary,Dixie,Suwannee,5,2007,8,9,12:05,1.8,1.0,31.50,29.24,5.91,8.01,1.5,W,550,55,11.17,9.42,11,1.25,1.25,,"D.B., D.S.",,,,,,,,,,,,
29.24167,-83.14167,Summer,Estuary,Dixie,Suwannee,6,2007,8,9,11:45,3.0,0.8,31.66,27.24,5.32,8.00,1.5,W,410,58,14.41,12.48,15,1.44,1.44,,"D.B., D.S.",,,,,,,,,,,,
29.30833,-83.24167,Summer,Estuary,Dixie,Suwannee,7,2007,8,9,10:50,5.1,3.8,31.03,33.24,6.48,8.05,1.5,W,240,14,3.08,2.57,6,0.65,0.65,,"D.B., D.S.",,,,,,,,,,,,
29.27500,-83.22500,Summer,Estuary,Dixie,Suwannee,8,2007,8,9,11:05,4.6,2.6,30.96,32.73,6.60,8.07,1.5,W,420,39,7.93,6.84,11,0.80,0.80,,"D.B., D.S.",,,,,,,,,,,,
29.24167,-83.20833,Summer,Estuary,Dixie,Suwannee,9,2007,8,9,11:20,4.6,3.5,30.87,32.76,6.76,8.08,1.5,W,300,20,5.06,4.31,5,0.80,0.80,,"D.B., D.S.",,,,,,,,,,,,
29.20833,-83.19167,Summer,Estuary,Dixie,Suwannee,10,2007,8,9,11:30,4.1,3.6,31.11,32.51,6.91,8.08,1.5,W,260,14,2.85,2.57,5,0.76,0.76,,"D.B., D.S.",,8/9/2007,31.32,30.14,5.97,8.02,418,42,9.68,11,1.15,
29.32723,-83.10382,Fall,River/Stream,Dixie,Suwannee,1,2007,9,5,12:42,3.9,1.2,28.74,0.18,5.28,7.82,1.8,NE,1290,111,2.84,2.42,81,2.23,2.23,,"V.P., D.S.",,,,,,,,,,,,
29.30833,-83.14667,Fall,River/Stream,Dixie,Suwannee,2,2007,9,5,12:23,2.6,1.0,29.81,6.24,4.47,7.65,5.8,NE,1130,117,6.44,5.40,70,2.15,2.15,,"V.P., D.S.",,,,,,,,,,,,
29.34167,-83.19167,Fall,Estuary,Dixie,Suwannee,3,2007,9,5,10:38,1.7,1.1,29.22,27.99,5.30,7.98,7.5,NE,670,73,24.23,22.01,15,1.43,1.43,,"V.P., D.S.",,,,,,,,,,,,
29.30417,-83.17600,Fall,Estuary,Dixie,Suwannee,4,2007,9,5,10:20,1.2,0.8,29.11,23.99,4.74,7.88,6.2,SE,750,86,23.03,19.66,30,1.75,1.75,,"V.P., D.S.",,,,,,,,,,,,
29.27500,-83.16167,Fall,Estuary,Dixie,Suwannee,5,2007,9,5,12:08,1.0,0.7,30.23,26.78,6.76,8.09,5.1,E,690,88,39.08,34.45,20,2.32,2.32,,"V.P., D.S.",,,,,,,,,,,,
29.24167,-83.14167,Fall,Estuary,Dixie,Suwannee,6,2007,9,5,11:49,2.2,0.8,29.84,25.72,7.54,8.19,6.7,NE,630,75,27.59,25.36,33,1.58,1.58,,"V.P., D.S.",,,,,,,,,,,,
29.30833,-83.24167,Fall,Estuary,Dixie,Suwannee,7,2007,9,5,10:54,4.6,2.0,29.75,31.00,6.63,8.08,5.9,SE,370,28,8.60,7.49,10,0.77,0.77,,"V.P., D.S.",,,,,,,,,,,,
29.27500,-83.22500,Fall,Estuary,Dixie,Suwannee,8,2007,9,5,11:05,4.2,2.1,29.67,30.96,6.67,8.13,5.2,SE,360,28,8.00,7.26,11,0.59,0.59,,"V.P., D.S.",,,,,,,,,,,,
29.24167,-83.20833,Fall,Estuary,Dixie,Suwannee,9,2007,9,5,11:20,4.2,1.2,29.13,29.27,6.57,8.12,7.3,SE,420,38,16.14,14.41,14,1.18,1.18,,"V.P., D.S.",,,,,,,,,,,,
29.20833,-83.19167,Fall,Estuary,Dixie,Suwannee,10,2007,9,5,11:32,3.5,1.4,30.07,32.58,6.51,8.12,5.6,SE,360,33,7.31,6.59,6,0.85,0.85,,"V.P., D.S.",,9/5/2007,29.63,28.54,6.34,8.07,531,56,19.25,17,1.31,
29.32723,-83.10382,Fall,River/Stream,Dixie,Suwannee,1,2007,10,9,10:00,5.7,2.5,26.27,0.17,6.04,7.72,3.5,SE,1120,108,2.02,1.23,74,2.45,2.45,,"D.B., D.S.",,,,,,,,,,,,
29.30833,-83.14667,Fall,River/Stream,Dixie,Suwannee,2,2007,10,9,10:17,2.2,1.1,26.37,2.32,4.87,7.61,5.8,ENE,1180,117,4.05,2.57,62,2.85,2.85,,"D.B., D.S.",,,,,,,,,,,,
29.34167,-83.19167,Fall,Estuary,Dixie,Suwannee,3,2007,10,9,11:40,2.1,1.3,27.04,29.77,6.01,8.08,4.8,E,450,37,11.26,8.94,9,1.23,1.23,,"D.B., D.S.",,,,,,,,,,,,
29.30417,-83.17600,Fall,Estuary,Dixie,Suwannee,4,2007,10,9,11:55,2.3,0.8,27.37,27.91,5.59,8.00,5.8,SE,580,62,12.53,10.06,15,1.56,1.56,,"D.B., D.S.",,,,,,,,,,,,
29.27500,-83.16167,Fall,Estuary,Dixie,Suwannee,5,2007,10,9,10:25,1.7,0.6,26.22,23.54,5.11,7.91,4.3,ESE,760,91,33.20,26.26,21,3.42,3.42,,"D.B., D.S.",,,,,,,,,,,,
29.24167,-83.14167,Fall,Estuary,Dixie,Suwannee,6,2007,10,9,10:35,3.8,0.8,26.80,26.28,4.87,8.10,4.0,SE,480,50,20.31,16.57,14,1.49,1.49,,"D.B., D.S.",,,,,,,,,,,,
29.30833,-83.24167,Fall,Estuary,Dixie,Suwannee,7,2007,10,9,11:30,5.1,2.5,27.26,30.62,5.76,8.09,4.6,SSE,370,17,6.44,5.03,9,1.10,1.10,,"D.B., D.S.",,,,,,,,,,,,
29.27500,-83.22500,Fall,Estuary,Dixie,Suwannee,8,2007,10,9,11:20,4.8,1.4,26.81,29.48,6.52,8.06,4.8,ESE,50,39,21.38,18.16,9,1.74,1.74,,"D.B., D.S.",,,,,,,,,,,,
29.24167,-83.20833,Fall,Estuary,Dixie,Suwannee,9,2007,10,9,11:00,4.6,2.3,26.94,31.66,7.41,8.08,5.3,ENE,300,20,4.60,3.35,5,1.00,1.00,,"D.B., D.S.",,,,,,,,,,,,
29.20833,-83.19167,Fall,Estuary,Dixie,Suwannee,10,2007,10,9,10:50,4.2,1.9,27.18,32.51,4.20,8.10,5.2,SE,390,22,2.07,1.68,8,0.83,0.83,,"D.B., D.S.",,10/9/2007,26.95,28.97,5.68,8.05,423,42,13.97,11,1.55,
29.32723,-83.10382,Fall,River/Stream,Dixie,Suwannee,1,2007,11,21,14:50,4.0,0.7,19.22,0.36,7.26,7.79,4.3,SW,1420,112,1.84,0.89,167,3.20,3.20,,"D.B., D.S.",,,,,,,,,,,,
29.30833,-83.14667,Fall,River/Stream,Dixie,Suwannee,2,2007,11,21,14:40,2.0,1.3,19.33,8.81,7.32,7.87,4.6,SE,580,54,7.08,5.81,133,5.00,5.00,,"D.B., D.S.",,,,,,,,,,,,
29.34167,-83.19167,Fall,Estuary,Dixie,Suwannee,3,2007,11,21,14:10,1.5,Bottom,19.85,28.67,6.61,8.36,4.6,SE,390,31,7.63,5.92,31,3.24,3.24,,"D.B., D.S.",,,,,,,,,,,,
29.30417,-83.17600,Fall,Estuary,Dixie,Suwannee,4,2007,11,21,14:25,1.8,0.9,19.33,24.47,6.19,8.25,2.2,SE,440,41,121.66,95.19,66,5.01,5.01,,"D.B., D.S.",,,,,,,,,,,,
29.27500,-83.16167,Fall,Estuary,Dixie,Suwannee,5,2007,11,21,14:00,1.3,0.9,19.37,29.77,5.72,8.27,6.3,S,480,44,16.18,10.73,27,1.51,1.51,,"D.B., D.S.",,,,,,,,,,,,
29.24167,-83.14167,Fall,Estuary,Dixie,Suwannee,6,2007,11,21,12:55,2.7,1.4,19.57,29.38,4.78,8.27,5.0,SE,320,19,9.56,7.15,27,2.17,2.17,,"D.B., D.S.",,,,,,,,,,,,
29.30833,-83.24167,Fall,Estuary,Dixie,Suwannee,7,2007,11,21,13:10,4.6,3.7,19.10,32.21,8.02,8.34,3.0,SE,210,12,2.62,2.01,16,1.72,1.72,,"D.B., D.S.",,,,,,,,,,,,
29.27500,-83.22500,Fall,Estuary,Dixie,Suwannee,8,2007,11,21,13:45,4.4,3.5,18.99,32.93,4.28,8.31,1.5,SE,290,15,2.76,2.23,13,1.43,1.43,,"D.B., D.S.",,,,,,,,,,,,
29.24167,-83.20833,Fall,Estuary,Dixie,Suwannee,9,2007,11,21,13:35,4.2,Bottom,19.33,33.82,4.24,8.30,1.5,SE,210,10,1.93,1.68,7,0.79,0.79,,"D.B., D.S.",,,,,,,,,,,,
29.20833,-83.19167,Fall,Estuary,Dixie,Suwannee,10,2007,11,21,13:23,3.7,3.4,18.96,33.46,4.36,8.31,2.0,SE,250,11,1.84,1.79,11,0.88,0.88,,"D.B., D.S.",,11/21/2007,19.31,30.59,5.53,8.30,324,23,20.52,25,2.09,
29.32723,-83.10382,Winter,River/Stream,Dixie,Suwannee,1,2007,12,10,15:15,3.9,1.4,20.07,0.21,7.73,7.90,3.7,NE,1240,112,1.89,1.23,66,3.43,3.43,,"D.B., D.S.",,,,,,,,,,,,
29.30833,-83.14667,Winter,River/Stream,Dixie,Suwannee,2,2007,12,10,14:55,3.3,1.5,21.96,13.73,5.48,8.04,6.4,W,900,81,4.74,3.69,55,3.45,3.45,,"D.B., D.S.",,,,,,,,,,,,
29.34167,-83.19167,Winter,Estuary,Dixie,Suwannee,3,2007,12,10,14:35,1.7,Bottom,20.42,26.20,4.51,8.13,4.3,W,420,27,5.75,4.47,22,2.09,2.09,,"D.B., D.S.",,,,,,,,,,,,
29.30417,-83.17600,Winter,Estuary,Dixie,Suwannee,4,2007,12,10,14:45,1.7,Bottom,20.73,28.03,4.44,8.11,4.2,SW,370,26,3.95,2.90,17,1.61,1.61,,"D.B., D.S.",,,,,,,,,,,,
29.27500,-83.16167,Winter,Estuary,Dixie,Suwannee,5,2007,12,10,13:20,1.2,Bottom,20.04,29.64,6.14,8.07,3.7,SE,400,23,4.18,3.13,15,0.79,0.79,,"D.B., D.S.",,,,,,,,,,,,
29.24167,-83.14167,Winter,Estuary,Dixie,Suwannee,6,2007,12,10,13:30,2.6,2.0,20.27,29.63,4.56,8.08,3.2,S,340,22,5.01,4.13,15,0.89,0.89,,"D.B., D.S.",,,,,,,,,,,,
29.30833,-83.24167,Winter,Estuary,Dixie,Suwannee,7,2007,12,10,14:20,4.8,4.7,19.13,30.53,4.22,8.10,4.2,W,360,15,2.94,2.46,19,1.78,1.78,,"D.B., D.S.",,,,,,,,,,,,
29.27500,-83.22500,Winter,Estuary,Dixie,Suwannee,8,2007,12,10,14:10,4.5,3.7,20.65,30.18,4.38,8.11,3.2,W,380,23,6.07,5.36,14,1.66,1.66,,"D.B., D.S.",,,,,,,,,,,,
29.24167,-83.20833,Winter,Estuary,Dixie,Suwannee,9,2007,12,10,14:00,4.5,3.3,21.21,30.61,4.32,8.10,2.5,NW,360,18,4.74,4.13,12,1.44,1.44,,"D.B., D.S.",,,,,,,,,,,,
29.20833,-83.19167,Winter,Estuary,Dixie,Suwannee,10,2007,12,10,13:45,4.0,3.0,19.63,31.25,4.34,8.10,2.7,S,340,18,3.63,3.02,15,1.27,1.27,,"D.B., D.S.",,12/10/2007,20.26,29.51,4.61,8.10,371,22,4.53,16,1.44,
29.32723,-83.10382,Winter,River/Stream,Dixie,Suwannee,1,2008,1,22,15:25,3.6,1.4,15.25,0.16,9.28,7.96,1.5,ESE,1100,94,1.33,0.67,66,2.43,2.43,,D.B.,,,,,,,,,,,,
29.30833,-83.14667,Winter,River/Stream,Dixie,Suwannee,2,2008,1,22,15:10,3.1,0.9,13.79,14.83,8.57,8.16,3.6,ESE,430,46,3.49,2.12,36,1.95,1.95,,D.B.,,,,,,,,,,,,
29.34167,-83.19167,Winter,Estuary,Dixie,Suwannee,3,2008,1,22,14:50,1.8,Bottom,11.80,28.10,8.51,8.20,3.3,E,270,17,1.79,1.34,13,0.92,0.92,,D.B.,,,,,,,,,,,,
29.30417,-83.17600,Winter,Estuary,Dixie,Suwannee,4,2008,1,22,15:00,2.0,Bottom,12.80,27.87,8.92,8.22,5.0,SE,250,19,3.08,2.57,19,1.08,1.08,,D.B.,,,,,,,,,,,,
29.27500,-83.16167,Winter,Estuary,Dixie,Suwannee,5,2008,1,22,13:35,1.4,Bottom,12.12,25.21,9.83,8.11,3.9,SE,260,21,5.24,3.91,15,1.01,1.01,,D.B.,,,,,,,,,,,,
29.24167,-83.14167,Winter,Estuary,Dixie,Suwannee,6,2008,1,22,13:50,2.6,1.7,11.94,25.53,9.80,8.26,3.0,SE,240,20,10.85,9.72,14,1.32,1.32,,D.B.,,,,,,,,,,,,
29.30833,-83.24167,Winter,Estuary,Dixie,Suwannee,7,2008,1,22,14:35,4.9,2.7,12.34,30.73,8.02,8.19,3.4,E,200,11,1.84,1.56,14,0.48,0.48,,D.B.,,,,,,,,,,,,
29.27500,-83.22500,Winter,Estuary,Dixie,Suwannee,8,2008,1,22,14:25,4.6,2.9,11.62,29.11,8.47,8.21,2.2,E,170,9,3.13,2.79,14,0.50,0.50,,D.B.,,,,,,,,,,,,
29.24167,-83.20833,Winter,Estuary,Dixie,Suwannee,9,2008,1,22,14:15,4.4,2.0,12.58,28.89,8.67,8.27,2.2,E,240,9,4.87,4.36,10,0.70,0.70,,D.B.,,,,,,,,,,,,
29.20833,-83.19167,Winter,Estuary,Dixie,Suwannee,10,2008,1,22,14:05,4.0,2.3,12.14,29.00,9.19,8.30,3.0,E,210,11,6.48,5.92,13,0.53,0.53,,D.B.,,1/22/2008,12.17,28.06,8.93,8.22,230,15,4.66,14,0.82,
29.32723,-83.10382,Winter,River/Stream,Dixie,Suwannee,1,2008,2,11,13:45,3.5,1.1,18.78,0.12,7.17,7.49,4.0,NE,1240,103,1.79,1.23,117,3.21,3.21,,D.B.,,,,,,,,,,,,
29.30833,-83.14667,Winter,River/Stream,Dixie,Suwannee,2,2008,2,11,15:45,3.9,0.6,19.65,3.46,5.57,7.91,4.9,NE,850,91,3.40,2.79,104,3.46,3.46,,D.B.,,,,,,,,,,,,
29.34167,-83.19167,Winter,Estuary,Dixie,Suwannee,3,2008,2,11,15:20,1.7,1.4,18.03,24.65,4.73,8.14,4.1,SW,360,19,4.32,3.58,17,1.55,1.55,,D.B.,,,,,,,,,,,,
29.30417,-83.17600,Winter,Estuary,Dixie,Suwannee,4,2008,2,11,15:30,2.2,Bottom,19.88,18.83,5.98,8.16,8.0,SW,550,41,3.03,2.46,44,1.39,1.39,,D.B.,,,,,,,,,,,,
29.27500,-83.16167,Winter,Estuary,Dixie,Suwannee,5,2008,2,11,14:00,1.3,Bottom,17.53,17.06,5.80,7.98,6.5,SE,310,34,4.83,3.91,48,2.19,2.19,,D.B.,,,,,,,,,,,,
29.24167,-83.14167,Winter,Estuary,Dixie,Suwannee,6,2008,2,11,14:20,2.5,1.6,18.62,19.29,5.80,8.40,0.8,SW,280,26,15.03,14.19,39,1.57,1.57,,D.B.,,,,,,,,,,,,
29.30833,-83.24167,Winter,Estuary,Dixie,Suwannee,7,2008,2,11,15:05,4.7,2.0,18.15,25.63,4.70,8.09,2.5,SW,310,21,5.52,4.58,17,1.08,1.08,,D.B.,,,,,,,,,,,,
29.27500,-83.22500,Winter,Estuary,Dixie,Suwannee,8,2008,2,11,14:55,4.3,2.3,18.22,24.84,4.81,8.09,2.4,W,350,23,6.34,5.47,20,1.25,1.25,,D.B.,,,,,,,,,,,,
29.24167,-83.20833,Winter,Estuary,Dixie,Suwannee,9,2008,2,11,14:45,4.5,2.4,18.15,26.13,4.76,8.08,2.5,W,380,21,3.36,2.68,15,0.92,0.92,,D.B.,,,,,,,,,,,,
29.20833,-83.19167,Winter,Estuary,Dixie,Suwannee,10,2008,2,11,14:30,3.8,3.2,18.05,27.92,5.19,8.07,1.2,SW,160,13,1.66,1.12,12,0.91,0.91,,D.B.,,2/11/2008,18.33,23.04,5.22,8.13,338,25,5.51,27,1.36,
29.32723,-83.10382,Spring,River/Stream,Dixie,Suwannee,1,2008,3,3,15:25,3.6,0.4,16.42,0.03,6.74,6.67,4.0,S,1050,123,5.61,3.13,235,4.46,4.46,,D.B.,,,,,,,,,,,,
29.30833,-83.14667,Spring,River/Stream,Dixie,Suwannee,2,2008,3,3,15:15,2.3,0.4,16.97,0.04,6.73,6.93,3.6,S,1010,135,6.99,3.35,228,6.43,6.43,,D.B.,,,,,,,,,,,,
29.34167,-83.19167,Spring,Estuary,Dixie,Suwannee,3,2008,3,3,13:45,1.6,1.0,17.62,23.87,8.76,8.12,6.2,SE,300,28,5.75,4.47,42,2.89,2.89,,D.B.,,,,,,,,,,,,
29.30417,-83.17600,Spring,Estuary,Dixie,Suwannee,4,2008,3,3,13:30,1.3,0.6,17.73,11.38,8.00,7.87,5.1,S,710,91,2.59,1.40,188,3.55,3.55,,D.B.,,,,,,,,,,,,
29.27500,-83.16167,Spring,Estuary,Dixie,Suwannee,5,2008,3,3,15:00,1.3,0.6,18.57,16.49,7.50,7.95,3.0,SE,620,81,24.54,22.21,88,3.53,3.53,,D.B.,,,,,,,,,,,,
29.24167,-83.14167,Spring,Estuary,Dixie,Suwannee,6,2008,3,3,14:50,2.4,0.8,17.61,23.30,8.27,8.13,3.6,E,290,30,10.44,8.83,58,1.81,1.81,,D.B.,,,,,,,,,,,,
29.30833,-83.24167,Spring,Estuary,Dixie,Suwannee,7,2008,3,3,14:00,4.6,1.2,17.60,26.68,8.34,8.14,2.1,S,180,15,4.14,3.58,26,1.11,1.11,,D.B.,,,,,,,,,,,,
29.27500,-83.22500,Spring,Estuary,Dixie,Suwannee,8,2008,3,3,14:10,4.3,1.7,17.73,28.62,8.10,8.15,2.1,S,230,12,2.25,1.90,15,0.64,0.64,,D.B.,,,,,,,,,,,,
29.24167,-83.20833,Spring,Estuary,Dixie,Suwannee,9,2008,3,3,14:20,4.1,2.9,17.91,28.28,8.18,8.15,1.3,SE,170,11,2.67,2.12,19,0.76,0.76,,D.B.,,,,,,,,,,,,
29.20833,-83.19167,Spring,Estuary,Dixie,Suwannee,10,2008,3,3,14:35,3.8,3.1,17.90,29.81,7.96,8.15,0.0,.,200,9,1.52,1.34,10,0.50,0.50,,D.B.,,3/3/2008,17.83,23.55,8.14,8.08,338,35,6.74,56,1.85,
29.32723,-83.10382,Spring,River/Stream,Dixie,Suwannee,1,2008,4,21,13:30,4.3,0.7,21.27,0.08,6.73,7.34,9.6,SW,1200,101,0.61,0.19,230,3.66,3.66,,D.B.,,,,,,,,,,,,
29.30833,-83.14667,Spring,River/Stream,Dixie,Suwannee,2,2008,4,21,13:40,3.7,0.6,22.19,0.42,6.32,7.56,9.2,W,1190,102,0.85,0.48,237,3.64,3.64,,D.B.,,,,,,,,,,,,
29.34167,-83.19167,Spring,Estuary,Dixie,Suwannee,3,2008,4,21,15:40,2.0,0.6,22.88,17.19,9.57,8.10,11.2,W,740,52,14.94,12.85,72,3.06,3.06,,D.B.,,,,,,,,,,,,
29.30417,-83.17600,Spring,Estuary,Dixie,Suwannee,4,2008,4,21,15:50,2.0,0.3,23.70,10.75,8.53,7.89,11.3,W,910,79,5.75,4.58,126,4.27,4.27,,D.B.,,,,,,,,,,,,
29.27500,-83.16167,Spring,Estuary,Dixie,Suwannee,5,2008,4,21,13:55,1.9,0.6,22.47,18.13,7.97,8.03,9.8,W,640,54,20.62,19.47,66,2.38,2.38,,D.B.,,,,,,,,,,,,
29.24167,-83.14167,Spring,Estuary,Dixie,Suwannee,6,2008,4,21,14:05,2.9,1.1,22.30,19.09,7.42,8.05,9.7,W,580,44,16.55,14.52,48,2.14,2.14,,D.B.,,,,,,,,,,,,
29.30833,-83.24167,Spring,Estuary,Dixie,Suwannee,7,2008,4,21,15:10,5.1,1.4,21.97,22.31,8.80,8.11,10.7,NW,350,17,5.38,4.47,21,1.18,1.18,,D.B.,,,,,,,,,,,,
29.27500,-83.22500,Spring,Estuary,Dixie,Suwannee,8,2008,4,21,14:55,4.7,2.2,21.93,23.05,8.75,8.09,9.3,NW,310,14,3.72,3.35,15,0.95,0.95,,D.B.,,,,,,,,,,,,
29.24167,-83.20833,Spring,Estuary,Dixie,Suwannee,9,2008,4,21,14:40,4.6,1.1,21.92,22.59,9.09,8.08,9.3,NW,300,14,4.41,4.13,19,1.02,1.02,,D.B.,,,,,,,,,,,,
29.20833,-83.19167,Spring,Estuary,Dixie,Suwannee,10,2008,4,21,14:20,4.3,1.6,21.38,22.55,9.60,8.11,9.6,NW,340,16,6.25,5.59,23,1.17,1.17,,D.B.,,4/21/2008,22.32,19.46,8.72,8.06,521,36,9.70,49,2.02,
29.32723,-83.10382,Spring,River/Stream,Dixie,Suwannee,1,2008,5,27,13:30,3.8,1.5,26.71,0.13,7.22,7.69,4.30,E,1140,80,4.46,3.69,42,1.50,1.50,,D.B.,,,,,,,,,,,,
29.30833,-83.14667,Spring,River/Stream,Dixie,Suwannee,2,2008,5,27,13:45,3.4,1.4,26.53,0.20,7.35,7.76,6.40,W,980,83,9.79,8.94,48,1.66,1.66,,D.B.,,,,,,,,,,,,
29.34167,-83.19167,Spring,Estuary,Dixie,Suwannee,3,2008,5,27,15:20,1.4,Bottom,27.61,14.87,8.40,7.98,6.90,W,580,46,26.07,23.46,31,1.80,1.80,,D.B.,,,,,,,,,,,,
29.30417,-83.17600,Spring,Estuary,Dixie,Suwannee,4,2008,5,27,15:35,1.5,0.9,26.65,5.59,6.87,7.78,8.60,W,940,74,9.33,7.71,40,2.58,2.58,,D.B.,,,,,,,,,,,,
29.27500,-83.16167,Spring,Estuary,Dixie,Suwannee,5,2008,5,27,13:55,1.1,0.8,26.37,14.20,11.09,7.80,5.60,S,790,69,47.36,43.13,36,2.12,2.12,,D.B.,,,,,,,,,,,,
29.24167,-83.14167,Spring,Estuary,Dixie,Suwannee,6,2008,5,27,14:15,2.4,0.9,26.71,11.95,8.93,8.13,4.00,W,510,42,22.16,19.33,33,1.49,1.49,,D.B.,,,,,,,,,,,,
29.30833,-83.24167,Spring,Estuary,Dixie,Suwannee,7,2008,5,27,15:05,4.4,1.1,28.41,17.12,8.74,7.93,4.10,N,610,45,12.32,11.17,25,1.06,1.06,,D.B.,,,,,,,,,,,,
29.27500,-83.22500,Spring,Estuary,Dixie,Suwannee,8,2008,5,27,14:55,4.1,1.0,27.31,17.33,6.98,7.95,4.10,SW,500,32,13.70,11.73,23,1.00,1.00,,D.B.,,,,,,,,,,,,
29.24167,-83.20833,Spring,Estuary,Dixie,Suwannee,9,2008,5,27,14:45,3.9,1.2,27.05,19.37,6.25,7.90,6.00,W,460,31,10.57,9.50,27,1.10,1.10,,D.B.,,,,,,,,,,,,
29.20833,-83.19167,Spring,Estuary,Dixie,Suwannee,10,2008,5,27,14:30,3.6,1.4,27.53,20.62,6.16,7.87,3.00,S,380,21,5.33,4.47,15,0.86,0.86,,D.B.,,5/27/2008,27.21,15.13,7.93,7.92,596,45,18.36,29,1.50,
29.32723,-83.10382,Summer,River/Stream,Dixie,Suwannee,1,2008,6,24,10:19,4.1,1.8,27.34,0.16,6.59,7.68,0.7,E,950,79,6.53,5.14,27,1.47,1.47,,"M.E., D.S.",,,,,,,,,,,,
29.30833,-83.14667,Summer,River/Stream,Dixie,Suwannee,2,2008,6,24,13:28,2.8,1.9,28.33,0.21,6.66,7.24,3.8,W,910,70,7.08,6.03,23,1.16,1.16,,"M.E., D.S.",,,,,,,,,,,,
29.34167,-83.19167,Summer,Estuary,Dixie,Suwannee,3,2008,6,24,11:05,1.2,0.7,27.87,15.69,5.78,7.51,4.8,NW,620,65,16.74,14.41,32,2.81,2.81,,"M.E., D.S.",,,,,,,,,,,,
29.30417,-83.17600,Summer,Estuary,Dixie,Suwannee,4,2008,6,24,10:39,0.7,Bottom,27.66,5.94,5.32,7.59,5.7,NNE,580,70,7.22,4.92,23,4.27,.,,"M.E., D.S.",,,,,,,,,,,,
29.27500,-83.16167,Summer,Estuary,Dixie,Suwannee,5,2008,6,24,13:01,1.0,Bottom,28.76,23.29,6.85,7.85,2.7,W,550,58,6.16,4.69,24,1.64,1.64,,"M.E., D.S.",,,,,,,,,,,,
29.24167,-83.14167,Summer,Estuary,Dixie,Suwannee,6,2008,6,24,12:40,2.2,1.0,28.33,14.65,8.78,8.01,3.6,W,480,56,14.44,12.85,25,1.46,1.46,,"M.E., D.S.",,,,,,,,,,,,
