Verified,SHA,Dilution,Date_samp,Station,SHA_status,Time_samp,W_depth,Surface_sal,Surface_temp,Surface_DO,Bottom_sal,Bottom_temp,Bottom_DO,Wind_dir,Wind_speed,pH,Turbidity,Fecal_coliform,Tide,Date_received,Time_received
V,28,3,990512,449,1,1030,6,300,259,64,300,258,62,90,3,83,,1,8,,
V,28,3,990512,234,1,1035,4,188,256,73,216,256,71,90,3,84,,1,8,,
V,28,3,990512,235,1,1040,3,217,260,60,217,260,57,,0,84,,1,8,,
V,28,3,990512,445,1,1050,3,201,257,58,214,256,54,,0,83,,1,8,,
V,28,3,990512,237,1,1105,3,227,258,58,227,258,55,,0,83,,1,8,,
V,28,3,990512,481,1,1115,2,240,254,53,,,,,0,82,,1,8,,
V,28,3,990610,201,2,810,3,61,271,56,64,271,50,120,3,77,,2,7,,
V,28,3,990610,202,2,815,3,86,265,63,105,267,52,120,3,76,,1,7,,
V,28,3,990610,207,2,820,6,69,269,59,89,271,54,120,3,78,,5,7,,
V,28,3,990610,204,2,825,9,53,265,60,110,272,52,120,3,76,,17,7,,
V,28,3,990610,434,2,830,6,164,275,53,170,275,48,120,3,75,,2,7,,
V,28,3,990610,424,2,835,2,167,275,51,166,275,48,120,3,78,,1,7,,
V,28,3,990610,208,2,840,5,159,268,40,159,268,40,120,3,77,,7,7,,
V,28,3,990610,206,2,845,6,166,269,52,166,270,46,120,3,77,,8,7,,
V,28,3,990610,420,2,850,2,177,274,54,,,,120,3,79,,1,7,,
V,28,3,990610,218,2,855,5,178,274,59,178,275,56,120,3,79,,2,7,,
V,28,3,990610,210,2,900,5,176,271,51,176,270,44,120,3,77,,2,7,,
V,28,3,990610,410,2,905,4,181,271,58,180,273,51,120,3,79,,1,8,,
V,28,3,990610,401,2,910,2,190,273,59,,,,120,3,78,,1,8,,
V,28,3,990610,216,2,915,6,201,276,54,201,276,52,120,3,82,,1,8,,
V,28,3,990610,214,2,920,5,194,274,60,193,276,57,120,3,80,,1,8,,
V,28,3,990610,220,2,925,7,212,278,56,212,277,54,180,3,81,,1,8,,
V,28,3,990610,222,2,930,3,214,275,58,214,276,53,180,3,80,,1,8,,
V,28,3,990610,223,2,935,5,219,276,50,220,277,45,180,3,80,,1,8,,
V,28,3,990610,224,2,940,4,215,278,54,224,278,52,180,3,81,,1,8,,
V,28,3,990610,226,2,945,7,217,276,57,238,278,47,180,3,81,,1,8,,
V,28,3,990610,247,2,950,7,236,281,52,247,281,47,180,3,81,,2,8,,
V,28,3,990610,250,2,955,3,183,274,53,212,276,46,180,3,80,,2,8,,
V,28,3,990610,228,2,1000,4,180,271,47,190,271,41,180,3,78,,1,8,,
V,28,3,990610,428,2,1005,16,87,270,50,101,270,43,,0,79,,2,8,,
V,28,3,990610,430,2,1010,9,159,272,62,182,271,59,,0,79,,1,8,,
V,28,3,990610,460,2,1015,4,220,274,59,219,276,51,,0,81,,1,8,,
V,28,3,990610,229,2,1020,9,221,272,56,272,221,54,,0,80,,1,8,,
V,28,3,990610,239,2,1025,3,252,278,57,251,279,54,,0,79,,1,8,,
V,28,3,990610,245,2,1030,6,266,278,61,266,278,59,,0,82,,1,8,,
V,28,3,990610,231,2,1035,7,246,276,58,245,277,55,,0,80,,1,1,,
V,28,3,990610,230,2,1040,7,207,272,52,207,272,49,,0,81,,1,1,,
V,28,3,990610,450,2,1045,6,182,275,60,191,275,57,,0,80,,1,1,,
V,28,3,990610,425,2,1050,6,166,273,72,189,274,69,180,1,81,,2,1,,
V,28,3,990610,232,2,1055,6,188,272,69,212,276,46,180,1,81,,1,1,,
V,28,3,990610,449,2,1100,8,237,276,54,250,277,52,,0,80,,1,1,,
V,28,3,990610,234,2,1105,5,199,275,59,200,275,57,,0,80,,1,1,,
V,28,3,990610,235,2,1110,5,210,275,60,210,275,57,,0,80,,1,1,,
V,28,3,990610,445,2,1115,5,198,271,56,199,271,50,,0,80,,1,1,,
V,28,3,990610,237,2,1120,4,218,278,60,223,277,52,,0,79,,1,1,,
V,28,3,990610,481,2,1125,2,215,269,50,,,,,0,79,,1,1,,
V,28,3,990610,482,2,1130,7,213,275,55,213,275,49,,0,79,,2,1,,
V,28,3,990610,483,2,1135,4,192,273,58,192,274,50,,0,78,,2,1,,
V,28,3,990610,238,2,1140,5,189,273,50,190,273,44,,0,78,,1,1,,
V,28,3,990610,442,2,1145,3,153,275,67,163,275,50,,0,78,,1,1,,
V,28,3,990610,241,2,1150,5,195,277,69,198,276,65,,0,81,,1,1,,
V,28,3,990610,236,2,1155,10,83,279,66,141,279,58,,0,80,,1,1,,
V,28,3,990610,431,2,1200,7,175,279,66,184,279,57,,0,80,,2,1,,
V,28,3,990708,201,2,840,6,88,287,,169,292,,90,3,75,140,8,8,,
V,28,3,990708,202,2,845,10,100,289,,186,297,,90,3,76,160,17,8,,
V,28,3,990708,207,2,850,9,88,286,,147,294,,90,3,76,190,7,1,,
V,28,3,990708,204,2,835,9,101,288,,131,289,,90,3,76,130,5,8,,
V,28,3,990708,434,2,900,6,207,298,,216,299,,90,3,75,370,1,1,,
V,28,3,990708,424,2,905,4,186,293,,216,298,,90,3,76,250,1,1,,
V,28,3,990708,208,2,910,6,185,292,,187,292,,90,3,75,750,2,1,,
V,28,3,990708,206,2,915,5,196,292,,206,293,,90,3,77,310,1,1,,
V,28,3,990708,420,2,920,3,202,285,,214,294,,90,3,75,380,1,1,,
V,28,3,990708,218,2,925,5,226,296,,235,296,,90,3,78,420,1,1,,
V,28,3,990708,210,2,930,6,199,295,,199,295,,90,3,77,480,2,1,,
V,28,3,990708,410,2,935,4,201,294,,201,295,,90,3,77,490,1,1,,
V,28,3,990708,401,2,940,4,208,294,,217,295,,90,3,78,450,13,1,,
V,28,3,990708,216,2,945,7,230,294,,249,295,,90,3,79,220,1,1,,
V,28,3,990708,214,2,950,6,249,296,,253,296,,90,3,77,390,1,1,,
V,28,3,990708,220,2,955,7,266,295,,273,295,,90,3,80,170,1,1,,
V,28,3,990708,222,2,1000,4,265,295,,268,296,,120,3,77,210,1,1,,
V,28,3,990708,223,2,1005,6,246,292,,271,296,,120,3,78,160,1,1,,
V,28,3,990708,224,2,1010,5,261,296,,283,296,,120,3,79,160,1,1,,
V,28,3,990708,226,2,1015,8,262,297,,292,298,,120,3,79,140,1,1,,
V,28,3,990708,247,2,1020,8,265,297,,291,298,,120,3,80,160,1,1,,
V,28,3,990708,250,2,1025,2,277,302,,,,,120,3,78,200,1,1,,
V,28,3,990708,228,2,1030,6,258,296,,259,297,,120,3,77,170,5,1,,
V,28,3,990708,428,2,1035,8,169,298,,185,298,,120,3,76,240,2,1,,
V,28,3,990708,430,2,1045,6,207,297,53,210,297,50,120,3,77,320,1,2,,
V,28,3,990708,460,2,1050,7,240,300,62,278,297,50,120,3,79,240,1,2,,
V,28,3,990708,229,2,1055,9,258,296,53,298,295,47,120,3,79,220,1,2,,
V,28,3,990708,239,2,1100,4,291,294,63,291,294,60,120,3,80,120,1,2,,
V,28,3,990708,245,2,1105,6,295,296,67,295,297,57,120,3,78,140,1,2,,
V,28,3,990708,231,2,1110,7,257,296,68,290,296,54,120,3,79,220,1,2,,
V,28,3,990708,230,2,1115,7,235,298,62,281,297,57,120,3,80,410,1,2,,
V,28,3,990708,450,2,1120,6,220,300,69,247,299,60,120,3,79,310,1,2,,
V,28,3,990708,425,2,1125,6,219,300,71,252,300,59,120,3,79,290,1,2,,
V,28,3,990708,232,2,1130,6,240,301,69,252,300,63,120,3,80,310,1,2,,
V,28,3,990708,234,2,1135,5,250,303,71,250,302,63,120,8,79,370,1,2,,
V,28,3,990708,235,2,1140,5,262,302,63,262,301,55,120,8,79,460,1,2,,
V,28,3,990708,445,2,1145,3,258,304,56,258,303,50,120,8,79,700,1,2,,
V,28,3,990708,237,2,1150,5,262,306,58,269,303,53,120,8,79,680,1,2,,
V,28,3,990708,481,2,1155,3,278,301,48,277,302,47,120,6,78,830,1,2,,
V,28,3,990708,482,2,1200,3,257,305,58,269,303,53,120,6,78,580,1,2,,
V,28,3,990708,483,2,1205,4,254,303,60,254,303,54,120,4,77,630,1,2,,
V,28,3,990708,238,2,1210,2,243,301,67,,,,120,6,77,620,2,2,,
V,28,3,990708,442,2,1215,3,212,306,76,238,306,66,120,6,78,350,1,2,,
V,28,3,990708,241,2,1220,5,223,304,75,239,303,67,120,6,79,370,1,2,,
V,28,3,990708,236,2,1225,9,167,304,68,193,302,149,120,6,76,260,22,2,,
V,28,3,990708,431,2,1230,4,147,303,77,230,302,63,120,6,78,230,1,2,,
V,28,3,990708,435,2,1235,12,170,304,51,208,301,50,120,6,78,250,2,3,,
V,28,3,990708,244,2,1240,16,3,288,,98,293,,120,6,81,110,2,3,,
V,28,3,990708,246,2,1245,7,28,294,,53,293,,120,6,80,160,79,3,,
V,28,3,990823,201,2,945,8,26,283,80,79,287,57,120,2,74,213,23,8,,
V,28,3,990823,202,2,950,8,33,284,61,74,297,53,120,2,76,310,33,8,,
V,28,3,990823,207,2,955,6,39,291,58,52,292,54,120,2,77,880,23,8,,
V,28,3,990823,204,2,1000,10,29,283,62,46,288,57,120,2,77,210,17,8,,
V,28,3,990823,434,2,1005,6,114,291,61,190,297,54,120,2,76,350,2,8,,
V,28,3,990823,424,2,1010,4,108,292,63,168,297,61,120,2,78,320,1,8,,
V,28,3,990823,208,2,1015,8,120,292,55,120,292,49,90,3,77,330,2,8,,
V,28,3,990823,206,2,1020,7,129,292,61,133,293,62,90,3,78,360,1,8,,
V,28,3,990823,420,2,1025,4,132,293,65,170,296,63,,0,79,390,1,8,,
V,28,3,990823,218,2,1030,6,162,289,62,236,293,60,,0,79,330,5,8,,
V,28,3,990823,210,2,1035,7,137,291,64,137,294,65,,0,79,440,2,8,,
V,28,3,990823,410,2,1040,2,152,294,71,,,,,0,80,440,1,8,,
V,28,3,990823,401,2,1045,4,144,289,65,157,294,70,,0,80,770,5,8,,
V,28,3,990823,216,2,1050,6,221,299,57,223,301,50,,0,80,280,1,8,,
V,28,3,990823,214,2,1055,7,243,299,48,242,299,50,,0,79,280,1,8,,
V,28,3,990823,220,2,1100,7,246,296,62,250,298,54,,0,80,542,1,8,,
V,28,3,990823,222,2,1105,4,249,295,56,248,297,53,,0,79,310,13,8,,
V,28,3,990823,223,2,1110,6,114,288,58,257,297,43,,0,79,230,17,1,,
V,28,3,990823,224,2,1115,5,269,302,56,288,303,52,,0,80,300,1,1,,
V,28,3,990823,226,2,1120,8,257,299,62,299,301,58,,0,80,340,2,1,,
V,28,3,990823,247,2,1125,8,289,304,45,292,303,43,120,3,80,260,1,1,,
V,28,3,990823,250,2,1130,2,246,296,48,,,,,0,78,330,2,1,,
V,28,3,990823,228,2,1135,6,123,290,59,243,293,48,,0,80,280,23,1,,
V,28,3,990823,428,2,1140,18,61,285,63,121,293,50,,0,80,450,13,1,,
V,28,3,990823,430,2,1145,8,175,289,63,176,298,63,180,4,80,370,5,1,,
V,28,3,990823,460,2,1150,5,205,297,69,262,299,60,180,4,81,360,1,1,,
V,28,3,990823,229,2,1155,9,212,293,66,297,298,52,180,4,80,400,1,1,,
V,28,3,990823,239,2,1200,5,308,300,56,308,300,56,180,2,81,160,2,1,,
V,28,3,990823,245,2,1205,6,308,302,59,309,302,59,,0,81,170,1,1,,
V,28,3,990823,231,2,1210,8,251,299,64,305,298,55,90,2,80,420,1,1,,
V,28,3,990823,230,2,1215,7,251,297,64,273,298,54,90,2,80,520,1,1,,
V,28,3,990823,450,2,1220,6,183,296,67,230,299,63,,0,80,330,5,1,,
V,28,3,990823,425,2,1225,7,200,298,70,247,300,60,,0,80,570,1,1,,
V,28,3,990823,232,2,1230,6,206,305,68,257,306,66,,0,80,370,1,1,,
V,28,3,990823,449,2,1235,8,299,300,50,296,300,47,,0,79,260,1,1,,
V,28,3,990823,234,2,1245,2,252,302,49,,,,,0,79,340,1,1,,
V,28,3,990823,235,2,1250,5,251,309,67,268,308,67,180,2,80,370,1,1,,
V,28,3,990823,445,2,1255,4,261,299,62,263,299,61,,0,80,410,1,1,,
V,28,3,990823,237,2,1300,3,261,302,62,265,298,51,240,3,80,620,1,2,,
V,28,3,990823,481,2,1305,3,209,305,65,239,301,63,260,3,80,520,1,2,,
V,28,3,990823,482,2,1310,6,251,299,49,255,297,45,270,3,81,490,1,2,,
V,28,3,990823,483,2,1315,5,178,308,53,229,305,52,270,3,79,420,1,2,,
V,28,3,990823,238,2,1320,4,218,306,53,234,304,46,270,3,80,390,2,2,,
V,28,3,990823,442,2,1325,3,166,309,46,221,308,32,270,3,79,300,13,2,,
V,28,3,990823,241,2,1330,5,233,306,60,251,305,50,270,3,60,320,2,2,,
V,28,3,990823,236,2,1335,10,82,300,43,104,297,36,,0,79,230,33,2,,
V,28,3,990823,431,2,1340,6,47,304,61,216,304,32,270,3,80,180,23,2,,
V,28,3,990823,435,2,1345,12,95,301,60,178,298,53,270,4,81,190,23,2,,
V,28,3,990823,244,2,1350,18,2,291,60,4,288,57,,0,85,130,33,2,,
V,28,3,990823,246,2,1355,7,7,291,61,9,289,54,,0,83,190,23,2,,
V,28,3,990909,420,1,930,2,179,286,32,,,,,0,74,340,1,6,,
V,28,3,990909,218,1,935,4,181,291,42,182,293,39,,0,77,540,1,6,,
V,28,3,990909,210,1,940,3,180,284,29,179,285,25,,0,73,900,11,6,,
V,28,3,990909,410,1,950,4,184,289,35,184,289,34,,0,75,490,5,6,,
V,28,3,990909,401,1,1000,3,188,289,37,187,291,35,,0,76,620,13,6,,
V,28,3,990909,216,1,1005,5,209,293,42,208,295,43,,0,79,770,1,6,,
V,28,3,990909,214,1,1010,6,214,295,45,218,296,46,,0,79,800,1,7,,
V,28,3,990909,220,1,1015,6,208,292,43,217,295,43,,0,79,280,1,7,,
V,28,3,990909,222,1,1020,4,209,296,36,209,298,35,,0,79,310,2,7,,
V,28,3,990909,223,1,1025,4,216,294,36,222,297,34,,0,79,370,1,7,,
V,28,3,990909,224,1,1030,4,228,299,38,244,299,37,,0,79,200,1,7,,
V,28,3,990909,430,1,1045,5,121,293,23,166,294,23,,0,77,720,13,7,,
V,28,3,990909,460,1,1050,4,181,290,35,180,293,36,,0,78,520,5,7,,
V,28,3,990909,229,1,1055,10,228,292,40,226,296,40,,0,80,870,2,7,,
V,28,3,990909,239,1,1100,6,233,292,44,232,295,43,,0,80,770,1,7,,
V,28,3,990909,245,1,1105,7,243,295,41,251,296,43,,0,80,500,1,7,,
V,28,3,990909,231,1,1110,7,240,294,42,238,297,43,,0,80,540,1,7,,
V,28,3,990909,230,1,1115,7,168,290,42,207,291,43,,0,79,410,1,7,,
V,28,3,990909,450,1,1120,6,168,293,41,195,295,40,,0,79,350,5,7,,
V,28,3,990909,425,1,1125,7,112,292,30,190,294,37,,0,77,590,11,7,,
V,28,3,990909,232,1,1130,6,143,294,32,198,295,36,,0,77,570,5,7,,
V,28,3,990909,449,1,1135,9,181,292,35,217,294,27,,0,78,460,1,7,,
V,28,3,990909,234,1,1140,6,164,297,38,179,298,37,,0,78,250,2,8,,
V,28,3,990909,235,1,1145,5,183,297,43,190,299,41,,0,79,380,1,8,,
V,28,3,990909,445,1,1150,7,163,291,33,176,292,33,,0,77,250,1,8,,
V,28,3,990909,237,1,1155,6,204,296,42,202,298,41,,0,79,240,1,8,,
V,28,3,990909,481,1,1200,4,192,294,41,199,298,42,270,1,79,290,8,8,,
V,28,3,990909,482,1,1205,9,196,296,37,194,298,37,270,1,78,410,2,8,,
V,28,3,990909,483,1,1210,7,154,294,35,153,297,33,270,1,77,240,2,8,,
V,28,3,990909,238,1,1215,5,121,295,21,125,296,26,270,1,76,230,1,8,,
V,28,3,990909,442,1,1220,6,107,296,20,121,296,22,270,1,76,240,7,8,,
V,28,3,990909,241,1,1225,6,172,296,38,188,297,40,270,1,79,250,1,8,,
V,28,3,990909,246,1,1230,8,6,288,26,72,288,26,270,3,78,230,110,8,,
V,28,3,991011,201,1,1000,5,5,251,66,5,251,69,180,3,76,250,79,5,,
V,28,3,991011,202,1,1005,4,8,252,69,8,252,66,180,3,76,250,49,5,,
V,28,3,991011,207,1,1010,2,35,254,53,,,,180,3,75,220,79,5,,
V,28,3,991011,204,1,1015,6,81,254,38,89,254,34,180,3,74,200,79,6,,
V,28,3,991011,434,1,1020,2,99,257,34,,,,180,3,74,460,79,6,,
V,28,3,991011,420,1,1025,2,178,258,48,,,,180,3,75,270,1,6,,
V,28,3,991011,218,1,1030,3,171,262,41,175,261,43,180,3,77,200,5,6,,
V,28,3,991011,210,1,1035,2,189,253,39,,,,180,3,73,620,8,6,,
V,28,3,991011,410,1,1040,3,191,265,47,190,225,51,180,3,75,550,8,6,,
V,28,3,991011,401,1,1045,4,196,263,44,195,264,47,180,3,76,1500,2,6,,
V,28,3,991011,216,1,1050,3,200,261,46,200,262,47,180,3,77,500,11,6,,
V,28,3,991011,214,1,1055,4,200,262,50,199,263,56,180,3,79,390,1,6,,
V,28,3,991011,220,1,1100,5,186,263,45,193,263,49,180,3,79,830,1,6,,
V,28,3,991011,222,1,1105,4,177,263,37,176,263,40,180,3,78,370,5,6,,
V,28,3,991011,223,1,1110,4,152,260,22,155,261,34,180,3,77,470,33,6,,
V,28,3,991011,224,1,1115,3,225,261,46,227,261,46,180,3,79,310,5,6,,
V,28,3,991011,226,1,1120,7,211,263,45,256,261,48,180,3,79,460,7,6,,
V,28,3,991011,247,1,1125,6,232,264,46,271,265,46,180,3,79,310,5,6,,
V,28,3,991011,250,1,1130,2,216,272,45,,,,180,3,79,220,23,6,,
V,28,3,991011,228,1,1135,5,13,265,20,80,267,11,180,3,78,210,70,6,,
V,28,3,991011,428,1,1140,13,4,259,29,5,256,24,180,3,78,210,94,6,,
V,28,3,991011,430,1,1220,5,57,275,9,126,273,17,270,5,79,350,23,7,,
V,28,3,991011,460,1,1225,3,177,263,35,177,263,35,270,5,78,370,23,7,,
V,28,3,991011,229,1,1230,8,249,262,44,249,262,45,270,5,79,1400,2,7,,
V,28,3,991011,239,1,1235,3,261,268,52,260,269,54,270,5,79,1000,1,7,,
V,28,3,991011,245,1,1240,5,274,265,50,274,266,47,270,5,78,1400,1,7,,
V,28,3,991011,231,1,1245,6,261,267,53,259,268,53,270,5,78,770,1,7,,
V,28,3,991011,230,1,1250,6,213,265,52,213,266,55,270,5,79,330,1,7,,
V,28,3,991011,450,1,1255,5,187,263,46,188,263,46,270,5,77,430,13,7,,
V,28,3,991011,425,1,1300,6,176,266,43,185,265,43,270,5,77,210,13,7,,
V,28,3,991011,232,1,1305,6,172,266,42,237,268,48,270,8,77,220,17,7,,
V,28,3,991011,449,1,1310,7,269,271,48,269,270,48,270,8,78,350,1,7,,
V,28,3,991011,234,1,1315,5,232,267,49,230,271,49,270,8,78,380,1,8,,
V,28,3,991011,235,1,1320,5,239,267,51,236,272,53,270,8,78,460,1,8,,
V,28,3,991011,445,1,1325,5,233,269,52,228,272,56,270,8,78,760,2,8,,
V,28,3,991011,237,1,1330,5,254,266,53,249,269,53,270,8,78,890,2,8,,
V,28,3,991011,481,1,1335,5,256,271,56,256,273,58,270,8,79,1500,2,8,,
V,28,3,991011,482,1,1340,2,247,270,52,,,,270,8,78,3100,2,8,,
V,28,3,991011,483,1,1345,5,227,273,54,226,275,61,270,8,78,1100,1,8,,
V,28,3,991011,238,1,1350,5,214,271,51,212,273,52,270,8,77,570,5,8,,
V,28,3,991011,442,1,1355,4,183,271,46,182,273,47,270,8,76,310,11,8,,
V,28,3,991011,241,1,1400,5,234,272,51,234,273,52,270,8,78,390,1,8,,
V,28,3,991011,431,1,1402,6,157,268,28,155,272,37,270,8,76,250,13,8,,
V,28,3,991011,435,1,1405,12,85,269,13,124,270,20,270,8,76,280,23,8,,
V,28,3,991011,244,1,1407,14,2,256,57,2,254,53,270,5,78,190,33,8,,
V,28,3,991011,246,1,1410,6,4,258,39,5,258,35,270,5,72,230,130,8,,
V,28,3,991019,420,2,900,2,276,238,62,,,,90,3,73,550,1,1,,
V,28,3,991019,218,2,905,3,295,236,61,295,236,60,90,3,78,720,1,1,,
V,28,3,991019,210,2,910,4,268,239,53,269,239,51,90,3,80,860,1,1,,
V,28,3,991019,410,2,915,3,280,237,82,280,236,79,90,3,80,690,1,1,,
V,28,3,991019,401,2,930,2,291,236,90,,,,90,3,82,500,1,1,,
V,28,3,991019,216,2,940,4,305,238,61,305,235,60,90,4,83,570,1,1,,
V,28,3,991019,214,2,950,5,315,241,93,315,239,83,90,4,82,600,1,1,,
V,28,3,991019,220,2,955,5,320,240,88,320,240,82,90,4,83,450,1,1,,
V,28,3,991019,222,2,1005,3,326,245,60,326,245,59,90,4,83,440,1,1,,
V,28,3,991019,223,2,1015,2,262,237,69,,,,90,4,83,390,2,1,,
V,28,3,991019,224,2,1025,6,321,245,65,326,244,63,90,4,83,430,1,1,,
V,28,3,991019,229,2,1035,6,289,239,83,291,238,81,90,4,83,520,1,1,,
V,28,3,991019,239,2,1045,3,321,243,85,321,243,81,90,4,83,500,1,2,,
V,28,3,991019,245,2,1055,4,294,240,87,294,240,85,90,4,83,440,2,2,,
V,28,3,991019,231,2,1100,3,286,239,95,290,238,91,90,4,83,400,1,2,,
V,28,3,991019,449,2,1110,2,276,243,108,,,,90,6,83,430,1,2,,
V,28,3,991019,234,2,1120,2,250,246,95,,,,90,6,83,470,1,2,,
V,28,3,991019,235,2,1125,4,267,241,89,267,241,85,90,6,83,570,1,2,,
V,28,3,991019,445,2,1130,2,269,249,81,,,,90,6,83,600,1,2,,
V,28,3,991019,237,2,1140,2,261,253,63,,,,90,6,83,740,2,2,,
V,28,3,991104,231,2,1325,3,304,174,89,304,173,89,30,5,80,320,1,2,,
V,28,3,991104,230,2,1330,4,302,164,101,304,166,99,30,5,81,260,2,2,,
V,28,3,991104,450,2,1335,2,296,169,93,,,,30,5,81,390,4,2,,
V,28,3,991104,425,2,1340,5,254,167,50,267,165,49,30,5,79,190,5,2,,
V,28,3,991104,232,2,1345,4,261,176,100,268,175,93,30,5,82,230,5,2,,
V,28,3,991104,210,2,1200,2,287,162,89,,,,30,15,79,220,1,1,,
V,28,3,991104,410,2,1205,2,291,161,91,,,,30,15,80,290,1,1,,
V,28,3,991104,401,2,1210,2,288,170,88,,,,30,15,79,290,1,1,,
V,28,3,991104,216,2,1215,4,318,170,91,318,166,89,30,15,79,440,1,1,,
V,28,3,991104,214,2,1220,6,324,166,96,325,164,95,30,15,82,310,1,1,,
V,28,3,991104,220,2,1222,6,323,167,95,323,165,93,30,15,81,260,1,1,,
V,28,3,991104,222,2,1225,2,312,159,89,,,,30,15,80,440,1,1,,
V,28,3,991104,223,2,1230,2,296,158,91,,,,30,15,80,490,1,1,,
V,28,3,991104,224,2,1235,4,328,175,93,328,173,91,30,15,81,290,2,1,,
V,28,3,991104,226,2,1240,5,325,172,91,325,172,88,30,15,82,260,1,1,,
V,28,3,991104,247,2,1245,3,319,173,90,319,173,89,30,15,81,280,1,1,,
V,28,3,991104,250,2,1250,2,302,157,103,,,,30,15,80,430,8,1,,
V,28,3,991104,228,2,1255,12,108,182,99,192,168,94,30,15,81,180,23,1,,
V,28,3,991104,201,2,1110,6,213,150,90,239,148,93,30,15,77,310,23,8,,
V,28,3,991104,202,2,1115,2,263,151,97,,,,30,15,77,320,8,8,,
V,28,3,991104,207,2,1120,3,259,150,93,259,149,92,30,15,77,340,8,8,,
V,28,3,991104,204,2,1125,4,300,152,95,303,151,91,30,15,77,310,2,1,,
V,28,3,991104,434,2,1130,2,237,153,91,,,,30,15,77,380,2,1,,
V,28,3,991104,424,2,1135,2,207,149,89,,,,30,15,77,450,5,1,,
V,28,3,991104,208,2,1140,2,295,153,99,,,,30,15,78,250,2,1,,
V,28,3,991104,206,2,1145,3,313,161,95,313,158,91,30,15,80,330,1,1,,
V,28,3,991104,420,2,1150,2,296,149,96,,,,30,15,79,350,1,1,,
V,28,3,991104,218,2,1155,2,301,152,89,,,,30,15,79,330,23,1,,
V,28,3,991104,449,2,1350,4,266,166,99,301,171,97,30,5,81,280,7,2,,
V,28,3,991104,234,2,1352,2,231,168,114,,,,30,5,82,270,130,2,,
V,28,3,991104,235,2,1355,2,199,170,119,,,,30,5,82,360,5,2,,
V,28,3,991104,445,2,1357,2,224,168,80,,,,30,5,78,390,17,2,,
V,28,3,991104,237,2,1359,2,223,165,104,,,,30,5,80,370,11,2,,
V,28,3,991104,481,2,1402,2,232,169,110,,,,30,5,81,250,22,2,,
V,28,3,991104,483,2,1410,2,164,165,129,,,,30,5,81,280,23,2,,
V,28,3,991104,241,2,1415,2,210,182,86,,,,30,5,79,220,14,2,,
V,28,3,991104,431,2,1423,2,240,182,101,,,,30,5,81,280,11,2,,
V,28,3,991123,420,1,1030,2,265,195,52,,,,,0,82,,1,6,,
V,28,3,991123,218,1,1035,3,302,198,61,304,198,60,,0,82,,1,6,,
V,28,3,991123,210,1,1040,3,312,197,60,331,198,60,,0,82,,1,6,,
V,28,3,991123,410,1,1045,2,333,195,56,,,,,0,82,,7,6,,
V,28,3,991123,401,1,1050,2,341,195,54,,,,,0,82,,1,6,,
V,28,3,991123,216,1,1055,4,345,199,64,345,199,63,,0,83,,2,6,,
V,28,3,991123,214,1,1100,5,340,198,73,340,197,72,,0,83,,1,7,,
V,28,3,991123,220,1,1105,4,340,199,81,340,199,79,360,3,83,,2,7,,
V,28,3,991123,222,1,1110,2,344,198,71,,,,360,3,83,,7,7,,
V,28,3,991123,223,1,1115,2,328,200,76,,,,360,3,83,,13,7,,
V,28,3,991123,224,1,1120,3,330,200,89,330,200,87,360,3,83,,1,7,,
V,28,3,991123,247,1,1125,2,321,198,86,,,,20,3,84,,33,7,,
V,28,3,991123,229,1,1130,6,353,199,86,353,200,86,30,3,83,,5,7,,
V,28,3,991123,239,1,1135,3,322,198,89,322,199,88,30,3,83,,17,7,,
V,28,3,991123,245,1,1140,4,331,199,90,331,199,90,30,3,83,,1,7,,
V,28,3,991123,231,1,1145,4,329,199,91,330,200,86,30,3,83,,7,7,,
V,28,3,991123,449,1,1150,4,289,197,91,296,198,89,30,3,83,,4,7,,
V,28,3,991123,234,1,1155,3,259,199,87,260,199,87,30,3,83,,1,7,,
V,28,3,991123,235,1,1200,3,265,198,91,265,198,90,30,3,83,,1,7,,
V,28,3,991123,445,1,1205,2,277,196,84,,,,30,3,84,,1,7,,
V,28,3,991123,237,1,1215,3,289,197,89,290,198,88,30,3,83,,1,7,,
V,28,3,991123,481,1,1230,2,294,195,89,,,,30,2,83,,1,7,,
V,28,3,991206,201,1,915,5,27,176,87,27,176,85,,0,78,110,170,6,,
V,28,3,991206,202,1,920,4,36,176,87,47,176,84,45,2,76,130,130,6,,
V,28,3,991206,207,1,925,2,87,176,87,,,,45,2,76,150,49,6,,
V,28,3,991206,204,1,930,7,117,176,90,149,175,78,45,2,75,170,240,6,,
V,28,3,991206,434,1,935,9,178,176,88,178,176,83,45,2,77,130,110,6,,
V,28,3,991206,424,1,940,2,192,177,80,,,,45,2,76,120,46,6,,
V,28,3,991206,208,1,945,2,241,177,76,,,,45,2,75,250,27,6,,
V,28,3,991206,206,1,950,6,235,178,78,235,178,76,45,2,76,330,46,6,,
V,28,3,991206,420,1,955,3,223,177,82,223,177,82,45,2,78,490,22,6,,
V,28,3,991206,218,1,1000,4,225,177,90,225,177,88,45,2,79,95,33,6,,
V,28,3,991206,210,1,1005,4,256,178,77,257,177,74,45,2,76,220,22,6,,
V,28,3,991206,410,1,1030,4,253,177,78,253,177,77,45,2,77,330,49,7,,
V,28,3,991206,401,1,1035,3,250,177,82,250,177,82,45,2,78,480,5,7,,
V,28,3,991206,216,1,1040,4,258,176,83,259,176,84,,0,79,230,2,7,,
V,28,3,991206,214,1,1045,6,252,176,91,253,176,91,,0,79,90,7,7,,
