TripID,Reference,Project_1,Project_2,Project_3,WorkUp,Stratum,Gear,Rep,LocationInstrument,Longitude,Latitude,End_Longitude,End_Latitude,Station_1,Station_2,Station_3,PrimaryInvestigator,Crew1,Crew2,Crew3,Crew4,TimeZone,StartDepth,Zone,Subzone,Grid,TempInstrument,CondInstrument,pHInstrument,SalInstrument,DisO2Instrument,HydroInstrument,Secchi_on_bottom,Secchi_depth,Sediment_Depth,SAM,BottomVegCover,Seagrass_habitat_descriptor,Distance_to_edge,TotalShoreCover,Total_Over_Site,TotalShoreDamaged,Intermittent_land,Dist_to_Shore,Dist_to_ShoreType,Dist_to_MHTM,BycatchQuantity,BankDistance,Bank,ShoreDistance,Event,Procedural_exception,RecordPerson,Historic_Reference,Flag,Currelat,Winrelat,Wng_dpth,Twist,NetWidth,Panels,Enddepth,Dist_tow,Bearing,Fishing_mode,Guide,Target_species_primary,Target_species_secondary,Electro_TransectDistance,Electro_Model,Electro_PedalTime,Electro_Pulse,Electro_Amps,Electro_Voltage,Electro_current,Net_Ind,SeineSlope,work_up,starttime,date,soaktime,searchtime,endtime
CKM20071103,CKM2007110309,AM,.,.,S,D,23,1,G,-83.1526,29.316367,,,CK0711013,.,.,7006,7003,7039,6150,,EST,0.8,B,.,118,44,44,44,44,44,44,NO,0.6,,,0,,,100,,,0,1,0,99,0,,,,NO,NO,7006,CKM07110309,,0,90,0.2,,,,,,,,,,,,,,,,,,.,,,54000,17476,,,
CKM20071104,CKM2007110401,AM,.,.,S,A,20,1,G,-83.096983,29.136717,,,CK0711041,.,.,7023,6055,6150,7039,,EST,0.7,C,.,264,45,45,45,45,45,45,NO,0.6,,,100,,,,,,,99,99,99,0,,,,NO,NO,7023,CKM07110401,,0,0,0.7,,,,,,,,,,,,,,,,,,.,,,35340,17477,,,
CKM20071104,CKM2007110402,AM,.,.,S,B,20,1,G,-83.078767,29.166967,,,CK0711038,.,.,7023,6055,6150,7039,,EST,1,C,.,216,45,45,45,45,45,45,NO,0.6,,,0,,,,,,,99,99,99,0,,,,NO,NO,7023,CKM07110402,,0,90,1,,,,,,,,,,,,,,,,,,.,,,38700,17477,,,
CKM20071104,CKM2007110403,AM,.,.,S,S,20,1,G,-83.042767,29.153233,,,CK0711033,.,.,7023,6055,6150,7039,,EST,0.6,C,.,244,45,45,45,45,45,45,NO,0.5,,,0,,,100,,,0,99,1,99,0,,,,NO,NO,7023,CKM07110403,,0,0,0.2,,,,,,,,,,,,,,,,,,.,,,44940,17477,,,
CKM20071104,CKM2007110404,AM,.,.,S,D,160,1,G,-83.049767,29.128633,,,CK0711048,.,.,7023,6055,6150,7039,,EST,1.1,C,.,290,45,45,45,45,45,45,NO,0.9,,,0,,,100,,,0,1,0,10,0,,,,NO,NO,7023,CKM07110404,,0,0,0.2,,,,,,,,,,,,,,,,,,.,,,49080,17477,,,
CKM20071104,CKM2007110405,AM,.,.,S,D,160,1,G,-83.064867,29.095467,,,CK0711051,.,.,7023,6055,6150,7039,,EST,0.7,C,.,336,45,45,45,45,45,45,YES,0.7,,,,,,0,,,0,,,10,0,,,,NO,NO,7023,CKM07110405,,0,90,0.2,,,,,,,,,,,,,,,,,,.,,,51540,17477,,,
CKM20071104,CKM2007110406,AM,.,.,S,S,20,1,G,-83.065667,29.0956,,,CK0711036,.,.,7023,6055,6150,7039,,EST,0.6,C,.,336,45,45,45,45,45,45,YES,0.6,,,100,,,0,,,0,,,5,0.5,,,,NO,NO,7023,CKM07110406,,0,180,0.1,,,,,,,,,,,,,,,,,,.,,,52320,17477,,,
CKM20071104,CKM2007110407,AM,.,.,S,D,160,1,G,-83.062517,29.101917,,,CK0711050,.,.,7023,6055,6150,7039,,EST,1.5,C,.,312,45,45,45,45,45,45,NO,1.2,,,0,,,50,,,0,5,0,11,0,,,,NO,NO,7023,CKM07110407,,0,180,0.2,,,,,,,,,,,,,,,,,,.,,,54840,17477,,,
CKM20071105,CKM2007110501,AM,.,.,S,B,20,1,G,-82.957217,29.14775,,,CK0711042,.,.,7003,7023,6055,7039,,EST,1,C,.,272,44,44,44,44,44,44,YES,1,,,0,,,,,,,99,99,99,1.5,,,,NO,NO,7003,CKM07110501,,0,0,1,,,,,,,,,,,,,,,,,,.,,,34800,17479,,,
CKM20071105,CKM2007110502,AM,.,.,S,B,20,1,G,-82.997317,29.15545,,,CK0711040,.,.,7003,7023,6055,7039,,EST,0.6,C,.,247,44,44,44,44,44,44,YES,0.6,,,0,,,100,,,0,80,80,99,0.5,,,,NO,NO,7003,CKM07110502,,0,0,0.6,,,,,,,,,,,,,,,,,,.,,,36600,17479,,,
CKM20071105,CKM2007110503,AM,.,.,S,D,160,1,G,-82.9982,29.156883,,,CK0711046,.,.,7003,7023,6055,7039,,EST,1.2,C,.,247,44,44,44,44,44,44,NO,0.7,,,0,,,100,,,10,0,0,30,0,,,,NO,NO,7003,CKM07110503,,0,90,0.1,,,,,,,,,,,,,,,,,,.,,,37800,17479,,,
CKM20071105,CKM2007110504,AM,.,.,S,S,20,1,G,-83.011567,29.155883,,,CK0711035,.,.,7003,7023,6055,7039,,EST,0.6,C,.,246,44,44,44,44,44,44,YES,0.6,,,0,,,0,,,0,0,,10,0,,,,NO,NO,7003,CKM07110504,,0,90,0.1,,,,,,,,,,,,,,,,,,.,,,41280,17479,,,
CKM20071105,CKM2007110505,AM,.,.,S,D,160,1,G,-83.010083,29.156017,,,CK0711045,.,.,7003,7023,6055,7039,,EST,1,C,.,246,44,44,44,44,44,44,YES,1,,,0,,,90,,,0,0,0,8,0,,,,NO,NO,7003,CKM07110505,,0,0,0.2,,,,,,,,,,,,,,,,,,.,,,43800,17479,,,
CKM20071105,CKM2007110506,AM,.,.,S,B,20,1,G,-83.014517,29.163217,,,CK0711039,.,.,7003,7023,6055,7039,,EST,0.6,C,.,246,44,44,44,44,44,44,YES,0.6,,,0,,,100,,,10,50,45,90,0,,,,NO,NO,7003,CKM07110506,,0,90,0.6,,,,,,,,,,,,,,,,,,.,,,45420,17479,,,
CKM20071105,CKM2007110507,AM,.,.,S,S,20,1,G,-83.023867,29.159033,,,CK0711034,.,.,7003,7023,6055,7039,,EST,0.7,C,.,245,44,44,44,44,44,44,NO,0.4,,,0,,,100,,,0,2,0,40,0.5,,,,NO,NO,7003,CKM07110507,,0,0,0.4,,,,,,,,,,,,,,,,,,.,,,46860,17479,,,
CKM20071105,CKM2007110508,AM,.,.,S,D,160,1,G,-83.048517,29.1756,,,CK0711044,.,.,7003,7023,6055,7039,,EST,1.1,C,.,218,44,44,44,44,44,44,NO,0.9,,,0,,,100,,,0,3,1,99,0,,,,NO,NO,7003,CKM07110508,,0,90,0.4,,,,,,,,,,,,,,,,,,.,,,48720,17479,,,
CKM20071106,CKM2007110601,AM,.,.,S,.,300,1,G,-83.149233,29.161667,,,CK0711053,.,.,7023,6055,7041,7039,,EST,2.7,C,.,238,45,45,45,45,45,45,NO,1.9,,,0,,,,,,,99,99,99,0,,,,NO,NO,7023,CKM07110601,,0,90,,,,,3.8,0.2,160,,,,,,,,,,,,.,,,35400,17483,600,,
CKM20071106,CKM2007110602,AM,.,.,S,.,300,1,G,-83.149183,29.170583,,,CK0711052,.,.,7023,6055,7041,7039,,EST,3.6,C,.,212,45,45,45,45,45,45,NO,1.8,,,0,,,,,,,99,99,99,0.5,,,,NO,NO,7023,CKM07110602,,0,0,,,,,3.5,0.2,180,,,,,,,,,,,,.,,,37080,17483,600,,
CKM20071106,CKM2007110603,AM,.,.,S,.,300,1,G,-83.174417,29.201683,,,CK0711032,.,.,7023,6055,7041,7039,,EST,3.6,B,.,183,45,45,45,45,45,45,NO,1.8,,,0,,,,,,,99,99,99,1,,,,NO,NO,7023,CKM07110603,,0,0,,,,,3.7,0.19,180,,,,,,,,,,,,.,,,38880,17483,600,,
CKM20071106,CKM2007110604,AM,.,.,S,.,300,1,G,-83.212183,29.215533,,,CK0711031,.,.,7023,6055,7041,7039,,EST,1.7,B,.,181,45,45,45,45,45,45,NO,1.7,,,0,,,,,,,99,99,99,0,,,,NO,NO,7023,CKM07110604,,0,0,,,,,3.9,0.19,210,,,,,,,,,,,,.,,,40620,17483,600,,
CKM20071106,CKM2007110605,AM,.,.,S,.,300,1,G,-83.238417,29.2907,,,CK0711028,.,.,7023,6055,7041,7039,,EST,4,B,.,122,45,45,45,45,45,45,NO,2.1,,,0,,,,,,,99,99,99,20,,,,NO,NO,7023,CKM07110605,,0,0,,,,,4.4,0.19,175,,,,,,,,,,,,.,,,42960,17483,600,,
CKM20071106,CKM2007110606,AM,.,.,S,.,300,1,G,-83.2141,29.280967,,,CK0711029,.,.,7023,6055,7041,7039,,EST,3.8,B,.,135,45,45,45,45,45,45,NO,1.4,,,0,,,,,,,99,99,99,0,,,,NO,NO,7023,CKM07110606,,0,90,,,,,4,0.2,200,,,,,,,,,,,,.,,,51480,17483,600,,
CKM20071106,CKM2007110607,AM,.,.,S,.,300,1,G,-83.13695,29.246467,,,CK0711030,.,.,7023,6055,7041,7039,,EST,2.6,B,.,162,45,45,45,45,45,45,NO,1.2,,,0,,,,,,,99,99,99,3,,,,NO,NO,7023,CKM07110607,,0,180,,,,,2.5,0.19,210,,,,,,,,,,,,.,,,53940,17483,600,,
CKM20071107,CKM2007110701,AM,.,.,S,.,300,1,G,-83.156167,29.097367,,,CK0711054,.,.,7003,7023,7039,7041,,EST,4.6,C,.,330,44,44,44,44,44,44,NO,2.3,,,0,,,,,,0,99,99,99,0,,,,NO,NO,7003,CKM07110701,,0,180,,,,,5.6,0.2,120,,,,,,,,,,,,.,,,36480,17484,600,,
CKM20071107,CKM2007110702,AM,.,.,S,.,300,1,G,-83.141983,29.074183,,,CK0711055,.,.,7003,7023,7039,7041,,EST,6.5,C,.,355,44,44,44,44,44,44,NO,2.4,,,0,,,,,,0,99,99,99,2,,,,NO,NO,7003,CKM07110702,,0,90,,,,,6.3,0.2,180,,,,,,,,,,,,.,,,38040,17484,600,,
CKM20071107,CKM2007110703,AM,.,.,S,.,300,1,G,-83.113833,29.071383,,,CK0711056,.,.,7003,7023,7039,7041,,EST,2.8,C,.,357,44,44,44,44,44,44,NO,1.6,,,,,,,,,0,99,99,99,0,,,,NO,NO,7003,CKM07110703,,0,90,,,,,2.8,0.2,180,,,,,,,,,,,,.,,,39600,17484,600,,
CKM20071107,CKM2007110704,AM,.,.,S,A,20,1,G,-83.03055,29.079483,,,CK0711043,.,.,7003,7023,7039,7041,,EST,1,C,.,362,44,44,44,44,44,44,YES,1,,,100,,,,,,0,99,99,99,0.3,,,,NO,NO,7003,CKM07110704,,0,0,1,,,,,,,,,,,,,,,,,,.,,,41640,17484,,,
CKM20071107,CKM2007110705,AM,.,.,S,S,20,1,G,-83.03295,29.095167,,,CK0711037,.,.,7003,7023,7039,7041,,EST,0.4,C,.,338,44,44,44,44,44,44,YES,0.4,,,80,,,100,,,10,0,0,50,0,,,,NO,NO,7003,CKM07110705,,0,0,0.1,,,,,,,,,,,,,,,,,,.,,,44940,17484,,,
CKM20071107,CKM2007110706,AM,.,.,S,D,160,1,G,-83.014717,29.141383,,,CK0711047,.,.,7003,7023,7039,7041,,EST,0.6,C,.,269,44,44,44,44,44,44,YES,0.6,,,0,,,100,,,0,0,0,10,0,,,,NO,NO,7003,CKM07110706,,0,180,0.1,,,,,,,,,,,,,,,,,,.,,,47400,17484,,,
CKM20071107,CKM2007110707,AM,.,.,S,D,160,1,G,-83.024717,29.124683,,,CK0711049,.,.,7003,7023,7039,7041,,EST,0.6,C,.,291,44,44,44,44,44,44,YES,0.6,,,0,,,100,,,0,0,0,7,0,,,,NO,NO,7003,CKM07110707,,0,180,0.1,,,,,,,,,,,,,,,,,,.,,,50400,17484,,,
CKM20071108,CKM2007110801,AM,.,.,S,B,20,1,G,-83.141217,29.284117,,,CK0711007,.,.,7003,6055,7039,7041,,EST,0.5,B,.,128,45,45,45,45,45,45,YES,0.5,,,0,,,100,,,0,99,99,99,0,,,,NO,NO,7003,CKM07110801,,0,0,0.5,,,,,,,,,,,,,,,,,,.,,,32280,17485,,,
CKM20071108,CKM2007110802,AM,.,.,S,S,20,1,G,-83.14995,29.290233,,,CK0711002,.,.,7003,6055,7039,7041,,EST,0.5,B,.,128,45,45,45,45,45,45,NO,0.4,,,0,,,100,,,0,0,0,17,2,,,,NO,NO,7003,CKM07110802,,0,0,0.1,,,,,,,,,,,,,,,,,,.,,,33420,17485,,,
CKM20071108,CKM2007110803,AM,.,.,S,B,20,1,G,-83.15335,29.290267,,,CK0711006,.,.,7003,6055,7039,7041,,EST,0.4,B,.,127,45,45,45,45,45,45,YES,0.4,,,80,,,100,,,0,99,99,99,0.3,,,,NO,NO,7003,CKM07110803,,0,90,0.4,,,,,,,,,,,,,,,,,,.,,,34740,17485,,,
CKM20071108,CKM2007110804,AM,.,.,S,D,23,1,G,-83.155733,29.293733,,,CK0711014,.,.,7003,6055,7039,7041,,EST,0.5,B,.,127,45,45,45,45,45,45,YES,0.5,,,0,,,100,,,0,0,0,99,0.3,,,,NO,NO,7003,CKM07110804,,0,90,0.1,,,,,,,,,,,,,,,,,,.,,,35820,17485,,,
CKM20071108,CKM2007110805,AM,.,.,S,D,23,1,G,-83.10265,29.285767,,,CK0711015,.,.,7003,6055,7039,7041,,EST,0.5,B,.,130,45,45,45,45,45,45,YES,0.5,,,0,,,100,,,0,0,1,99,0,,,,NO,NO,7003,CKM07110805,,0,0,0.1,,,,,,,,,,,,,,,,,,.,,,40560,17485,,,
CKM20071108,CKM2007110806,AM,.,.,S,D,23,1,G,-83.110867,29.277217,,,CK0711017,.,.,7003,6055,7039,7041,,EST,0.5,B,.,141,45,45,45,45,45,45,YES,0.5,,,0,,,100,,,0,0,1,50,0.5,,,,NO,NO,7003,CKM07110806,,0,90,0.1,,,,,,,,,,,,,,,,,,.,,,41640,17485,,,
CKM20071108,CKM2007110807,AM,.,.,S,B,20,1,G,-83.115867,29.2767,,,CK0711009,.,.,7003,6055,7039,7041,,EST,0.4,B,.,141,45,45,45,45,45,45,YES,0.4,,,0,,,100,,,0,50,51,99,0,,,,NO,NO,7003,CKM07110807,,0,180,0.4,,,,,,,,,,,,,,,,,,.,,,43560,17485,,,
CKM20071108,CKM2007110808,AM,.,.,S,S,20,1,G,-83.115317,29.273333,,,CK0711003,.,.,7003,6055,7039,7041,,EST,0.7,B,.,141,45,45,45,45,45,45,YES,0.7,,,0,,,100,,,10,0,4,99,0,,,,NO,NO,7003,CKM07110808,,0,0,0.1,,,,,,,,,,,,,,,,,,.,,,44700,17485,,,
CKM20071108,CKM2007110809,AM,.,.,S,B,20,1,G,-83.125133,29.2747,,,CK0711008,.,.,7003,6055,7039,7041,,EST,0.7,B,.,140,45,45,45,45,45,45,YES,0.7,,,0,,,,,,0,99,99,99,0,,,,NO,NO,7003,CKM07110809,,0,0,0.7,,,,,,,,,,,,,,,,,,.,,,45840,17485,,,
CKM20071108,CKM2007110810,AM,.,.,S,D,23,1,G,-83.120167,29.280233,,,CK0711016,.,.,7003,6055,7039,7041,,EST,0.8,B,.,140,45,45,45,45,45,45,NO,0.5,,,0,,,100,,,0,0,0,99,1,,,,NO,NO,7003,CKM07110810,,0,0,0.1,,,,,,,,,,,,,,,,,,.,,,47160,17485,,,
CKM20071201,CKM2007120101,AM,.,.,S,.,300,1,G,-82.964883,29.107917,,,CK0712056,.,.,7003,7023,6055,,,EST,2.6,C,.,318,44,44,44,44,44,44,NO,1.6,,,0,,,,,,0,99,99,99,1,,,,NO,NO,7003,CKM07120101,,0,0,,,,,2.5,0.2,250,,,,,,,,,,,,.,,,34020,17503,600,,
CKM20071201,CKM2007120102,AM,.,.,S,.,300,1,G,-82.979067,29.1289,,,CK0712054,.,.,7003,7023,6055,,,EST,2,C,.,294,44,44,44,44,44,44,NO,1.1,,,0,,,,,,0,99,99,99,4,,,,NO,NO,7003,CKM07120102,,0,0,,,,,2.1,0.2,250,,,,,,,,,,,,.,,,36120,17503,600,,
CKM20071201,CKM2007120103,AM,.,.,S,.,300,1,G,-82.9625,29.1504,,,CK0712052,.,.,7003,7023,6055,,,EST,1.8,C,.,249,44,44,44,44,44,44,NO,1.1,,,0,,,,,,0,99,99,99,2,,,,NO,NO,7003,CKM07120103,,0,0,,,,,1.8,0.2,250,,,,,,,,,,,,.,,,39120,17503,600,,
CKM20071201,CKM2007120104,AM,.,.,S,B,20,1,G,-82.97975,29.16365,,,CK0712041,.,.,7003,7023,6055,,,EST,0.6,C,.,248,44,44,44,44,44,44,YES,0.6,,,0,,,0,,,10,70,,99,0,,,,NO,NO,7003,CKM07120104,,0,0,0.6,,,,,,,,,,,,,,,,,,.,,,41340,17503,,,
CKM20071201,CKM2007120105,AM,.,.,S,B,20,1,G,-82.985917,29.154467,,,CK0712042,.,.,7003,7023,6055,,,EST,0.5,C,.,247,44,44,44,44,44,44,YES,0.5,,,0,,,0,,,10,20,,30,2,,,,NO,NO,7003,CKM07120105,,0,0,0.5,,,,,,,,,,,,,,,,,,.,,,42480,17503,,,
CKM20071201,CKM2007120106,AM,.,.,S,B,20,1,G,-82.997967,29.167867,,,CK0712039,.,.,7003,7023,6055,,,EST,1,C,.,221,44,44,44,44,44,44,NO,0.4,,,0,,,100,,,0,15,15,30,1,,,,NO,NO,7003,CKM07120106,,0,90,1,,,,,,,,,,,,,,,,,,.,,,43800,17503,,,
CKM20071201,CKM2007120107,AM,.,.,S,S,20,1,G,-83.0105,29.15935,,,CK0712033,.,.,7003,7023,6055,,,EST,0.5,C,.,246,44,44,44,44,44,44,YES,0.5,,,0,,,100,,,10,0,0,30,0.5,,,,NO,NO,7003,CKM07120107,,0,0,0.1,,,,,,,,,,,,,,,,,,.,,,46800,17503,,,
CKM20071201,CKM2007120108,AM,.,.,S,S,20,1,G,-83.041033,29.1382,,,CK0712034,.,.,7003,7023,6055,,,EST,0.6,C,.,267,44,44,44,44,44,44,NO,0.5,,,0,,,100,,,0,0,3,15,0,,,,NO,NO,7003,CKM07120108,,0,0,0.1,,,,,,,,,,,,,,,,,,.,,,49380,17503,,,
CKM20071201,CKM2007120109,AM,.,.,S,S,20,1,G,-83.0498,29.1283,,,CK0712035,.,.,7003,7023,6055,,,EST,0.8,C,.,290,44,44,44,44,44,44,NO,0.6,,,0,,,100,,,0,0,1,12,0,,,,NO,NO,7003,CKM07120109,,0,180,0.1,,,,,,,,,,,,,,,,,,.,,,51180,17503,,,
CKM20071202,CKM2007120201,AM,.,.,S,B,20,1,G,-83.071433,29.083667,,,CK0712043,.,.,7006,7003,7039,7023,2047,EST,0.7,C,.,335,44,44,44,44,44,44,YES,0.7,,,0,,,,,,0,99,99,99,0,,,,NO,NO,7006,CKM07120201,,0,90,0.7,,,,,,,,,,,,,,,,,,.,,,34200,17506,,,
CKM20071202,CKM2007120202,AM,.,.,S,D,160,1,G,-83.062717,29.10195,,,CK0712051,.,.,7006,7003,7039,7023,2047,EST,0.7,C,.,312,44,44,44,44,44,44,YES,0.7,,,0,,,40,,,0,0,0,10,0,,,,NO,NO,7006,CKM07120202,,180,180,0.1,,,,,,,,,,,,,,,,,,.,,,35700,17506,,,
CKM20071202,CKM2007120203,AM,.,.,S,S,20,1,G,-83.069283,29.0961,,,CK0712036,.,.,7006,7003,7039,7023,2047,EST,0.5,C,.,335,44,44,44,44,44,44,YES,0.5,,,0,,,0,,,0,0,,8,0,,,,NO,NO,7006,CKM07120203,,0,90,0.1,,,,,,,,,,,,,,,,,,.,,,37380,17506,,,
CKM20071202,CKM2007120204,AM,.,.,S,S,20,1,G,-83.035233,29.09685,,,CK0712037,.,.,7006,7003,7039,7023,2047,EST,0.4,C,.,337,44,44,44,44,44,44,YES,0.4,,,20,,,100,,,0,0,0,8,0,,,,NO,NO,7006,CKM07120204,,0,180,0.2,,,,,,,,,,,,,,,,,,.,,,38820,17506,,,
CKM20071202,CKM2007120205,AM,.,.,S,D,160,1,G,-83.03505,29.123433,,,CK0712050,.,.,7006,7003,7039,7023,2047,EST,0.6,C,.,290,44,44,44,44,44,44,YES,0.6,,,60,,,100,,,0,1,0,10,0,,,,NO,NO,7006,CKM07120205,,0,180,0.2,,,,,,,,,,,,,,,,,,.,,,40200,17506,,,
CKM20071202,CKM2007120206,AM,.,.,S,D,160,1,G,-83.014883,29.1416,,,CK0712046,.,.,7006,7003,7039,7023,2047,EST,0.9,C,.,269,44,44,44,44,44,44,YES,0.9,,,0,,,100,,,0,1,1,7,0,,,,NO,NO,7006,CKM07120206,,90,0,0.2,,,,,,,,,,,,,,,,,,.,,,42060,17506,,,
CKM20071202,CKM2007120207,AM,.,.,S,D,160,1,G,-83.0217,29.155233,,,CK0712045,.,.,7006,7003,7039,7023,2047,EST,0.7,C,.,245,44,44,44,44,44,44,NO,0.5,,,0,,,100,,,10,2,0,12,0,,,,NO,NO,7006,CKM07120207,,0,0,0.2,,,,,,,,,,,,,,,,,,.,,,45000,17506,,,
CKM20071202,CKM2007120208,AM,.,.,S,D,160,1,G,-83.05675,29.129483,,,CK0712049,.,.,7006,7003,7039,7023,2047,EST,1,C,.,289,44,44,44,44,44,44,YES,1,,,0,,,50,,,0,0,1,6,0,,,,NO,NO,7006,CKM07120208,,0,0,0.1,,,,,,,,,,,,,,,,,,.,,,47700,17506,,,
CKM20071202,CKM2007120209,AM,.,.,S,D,160,1,G,-83.089333,29.12085,,,CK0712047,.,.,7006,7003,7039,7023,2047,EST,0.6,C,.,287,44,44,44,44,44,44,YES,0.6,,,0,,,100,,,0,0,0,10,0,,,,NO,NO,7006,CKM07120209,,0,0,0.1,,,,,,,,,,,,,,,,,,.,,,49680,17506,,,
CKM20071202,CKM2007120210,AM,.,.,S,D,160,1,G,-83.07205,29.129883,,,CK0712048,.,.,7006,7003,7039,7023,2047,EST,1.5,C,.,288,44,44,44,44,44,44,YES,1.5,,,0,,,100,,,10,2,0,12,0,,,,NO,NO,7006,CKM07120210,,180,90,0.3,,,,,,,,,,,,,,,,,,.,,,51720,17506,,,
CKM20071203,CKM2007120301,AM,.,.,S,.,300,1,G,-83.084617,29.119117,,,CK0712053,.,.,7023,7003,7039,6055,,EST,5.4,C,.,287,45,45,45,45,45,45,NO,1.5,,,0,,,,,,0,99,99,99,0.5,,,,NO,NO,7023,CKM07120301,,0,45,,,,,5.3,0.2,270,,,,,,,,,,,,.,,,35280,17507,600,,
CKM20071203,CKM2007120302,AM,.,.,S,.,300,1,G,-83.16055,29.093767,,,CK0712055,.,.,7023,7003,7039,6055,,EST,6.3,C,.,330,45,45,45,45,45,45,NO,1.7,,,0,,,,,,0,99,99,99,0.5,,,,NO,NO,7023,CKM07120302,,0,0,,,,,6.2,0.2,90,,,,,,,,,,,,.,,,37500,17507,600,,
CKM20071203,CKM2007120303,AM,.,.,S,.,300,1,G,-83.13575,29.185583,,,CK0712032,.,.,7023,7003,7039,6055,,EST,3.4,B,.,194,45,45,45,45,45,45,NO,1.6,,,0,,,,,,0,99,99,99,25,,,,NO,NO,7023,CKM07120303,,0,0,,,,,3.7,0.2,120,,,,,,,,,,,,.,,,39900,17507,600,,
CKM20071203,CKM2007120304,AM,.,.,S,.,300,1,G,-83.099617,29.219917,,,CK0712031,.,.,7023,7003,7039,6055,,EST,2.1,B,.,177,45,45,45,45,45,45,NO,1.5,,,0,,,,,,0,99,99,99,0.3,,,,NO,NO,7023,CKM07120304,,0,0,,,,,2.3,0.18,120,,,,,,,,,,,,.,,,41760,17507,540,,
CKM20071203,CKM2007120305,AM,.,.,S,.,300,1,G,-83.166883,29.2675,,,CK0712030,.,.,7023,7003,7039,6055,,EST,2.4,B,.,137,45,45,45,45,45,45,NO,1.9,,,0,,,,,,0,99,99,99,40,,,,NO,NO,7023,CKM07120305,,0,0,,,,,1.5,0.19,120,,,,,,,,,,,,.,,,43980,17507,600,,
CKM20071203,CKM2007120306,AM,.,.,S,.,300,1,G,-83.194133,29.277883,,,CK0712029,.,.,7023,7003,7039,6055,,EST,2,B,.,136,45,45,45,45,45,45,YES,2,,,0,,,,,,0,99,99,99,0.5,,,,NO,NO,7023,CKM07120306,,0,0,,,,,2,0.19,150,,,,,,,,,,,,.,,,45600,17507,600,,
CKM20071203,CKM2007120307,AM,.,.,S,.,300,1,G,-83.298717,29.3451,,,CK0712028,.,.,7023,7003,7039,6055,,EST,3.5,B,.,92,45,45,45,45,45,45,NO,2.3,,,0,,,,,,0,99,99,99,35,,,,NO,NO,7023,CKM07120307,,0,0,,,,,3.9,0.2,164,,,,,,,,,,,,.,,,48420,17507,600,,
CKM20071204,CKM2007120401,AM,.,.,S,B,20,1,G,-83.05995,29.1528,,,CK0712040,.,.,7006,6055,7023,6037,,EST,0.8,C,.,243,45,45,45,45,45,45,YES,0.8,,,0,,,100,,,10,35,36,50,1,,,,NO,NO,,CKM07120401,,0,180,0.8,,,,,,,,,,,,,,,,,,.,,,34680,17510,,,
CKM20071204,CKM2007120402,AM,.,.,S,A,20,1,G,-83.102917,29.165467,,,CK0712038,.,.,7006,6055,7023,6037,,EST,0.5,C,.,240,45,45,45,45,45,45,YES,0.5,,,100,,,,,,0,99,99,99,0,,,,NO,NO,7006,CKM07120402,,0,180,0.5,,,,,,,,,,,,,,,,,,.,,,36660,17510,,,
CKM20071204,CKM2007120403,AM,.,.,S,A,20,1,G,-83.08885,29.188967,,,CK0712010,.,.,7006,6055,7023,6037,,EST,0.5,B,.,197,45,45,45,45,45,45,YES,0.5,,,100,,,,,,0,99,99,99,1,,,,NO,NO,7006,CKM07120403,,0,90,0.5,,,,,,,,,,,,,,,,,,.,,,38100,17510,,,
CKM20071204,CKM2007120404,AM,.,.,S,B,20,1,G,-83.098633,29.243067,,,CK0712009,.,.,7006,6055,7023,6037,,EST,0.4,B,.,165,45,45,45,45,45,45,YES,0.4,,,0,,,,,,0,99,99,99,0,,,,NO,NO,7006,CKM07120404,,0,180,0.4,,,,,,,,,,,,,,,,,,.,,,39600,17510,,,
CKM20071204,CKM2007120405,AM,.,.,S,B,20,1,G,-83.105317,29.254633,,,CK0712008,.,.,7006,6055,7023,6037,,EST,0.5,B,.,152,45,45,45,45,45,45,YES,0.5,,,0,,,,,,0,99,99,99,0.5,,,,NO,NO,7006,CKM07120405,,0,180,0.5,,,,,,,,,,,,,,,,,,.,,,40800,17510,,,
CKM20071204,CKM2007120406,AM,.,.,S,D,23,1,G,-83.065967,29.245883,,,CK0712018,.,.,7006,6055,7023,6037,,EST,0.5,B,.,167,45,45,45,45,45,45,YES,0.5,,,0,,,100,,,0,0,0,99,0,,,,NO,NO,7006,CKM07120406,,0,90,0.1,,,,,,,,,,,,,,,,,,.,,,43380,17510,,,
CKM20071204,CKM2007120407,AM,.,.,S,D,160,1,G,-83.081317,29.23185,,,CK0712026,.,.,7006,6055,7023,6037,,EST,0.8,B,.,178,45,45,45,45,45,45,YES,0.8,,,0,,,30,,,0,0,0,10,0,,,,NO,NO,7006,CKM07120407,,0,90,0.1,,,,,,,,,,,,,,,,,,.,,,44100,17510,,,
CKM20071204,CKM2007120408,AM,.,.,S,D,160,1,G,-83.073767,29.212533,,,CK0712027,.,.,7006,6055,7023,6037,,EST,1.3,B,.,189,45,45,45,45,45,45,NO,1,,,0,,,100,,,0,1,0,10,0,,,,NO,NO,7006,CKM07120408,,0,90,0.2,,,,,,,,,,,,,,,,,,.,,,46200,17510,,,
CKM20071204,CKM2007120409,AM,.,.,S,D,23,1,G,-83.0641,29.195283,,,CK0712019,.,.,7006,6055,7023,6037,,EST,0.5,B,.,199,45,45,45,45,45,45,YES,0.5,,,0,,,100,,,0,0,0,99,0,,,,NO,NO,7006,CKM07120409,,0,0,0.1,,,,,,,,,,,,,,,,,,.,,,49800,17510,,,
