<<<<<<< HEAD
Number,X,Y,Elev,Transect,Element,Type,
3176,1786788.776,305559.37,-1.643,18,17,ROCK TOP,
3177,1786788.294,305556.784,-1.688,18,17,ROCK TOP,
3178,1786787.789,305554.612,-1.6,18,17,ROCK TOP,
3179,1786787.551,305552.996,-1.493,18,17,ROCK TOP,
3180,1786787.183,305550.475,-1.749,18,17,ROCK TOP,
3181,1786786.812,305548.216,-1.593,18,17,ROCK TOP,
3182,1786786.983,305545.619,-1.947,18,17,ROCK TOP,
3183,1786786.97,305543.702,-1.853,18,17,ROCK TOP,
3184,1786787.055,305541.291,-3.468,18,17,GS,
=======
Number,X,Y,Elev,Transect,Element,Type,
1704,1791930.498,302751.586,-1.69,1,10B,GS,
1705,1791929.074,302751.437,-1.329,1,10B,ROCK TOP,
1706,1791926.422,302748.293,-1.613,1,10B,ROCK TOP,
1707,1791924.166,302746.533,-1.429,1,10B,ROCK TOP,
1708,1791923.678,302745.817,-1.638,1,10B,ROCK TOP,
1709,1791921.975,302744.348,-1.416,1,10B,ROCK TOP,
1710,1791920.8,302743.213,-1.782,1,10B,ROCK TOP,
1711,1791919.854,302742.478,-1.345,1,10B,ROCK TOP,
1712,1791918.807,302740.81,-1.448,1,10B,ROCK TOP,
1713,1791917.483,302739.111,-1.422,1,10B,ROCK TOP,
1714,1791915.433,302739.704,-1.163,1,10B,ROCK TOP,
1715,1791915.279,302737.352,-1.603,1,10B,ROCK TOP,
1716,1791914.578,302736.474,-1.396,1,10B,ROCK TOP,
1717,1791913.665,302735.097,-1.748,1,10B,ROCK TOP,
1718,1791912.904,302733.644,-1.358,1,10B,ROCK TOP,
1719,1791911.943,302732.45,-1.357,1,10B,ROCK TOP,
1720,1791910.617,302731.148,-1.455,1,10B,ROCK TOP,
1721,1791909.973,302730.576,-1.292,1,10B,ROCK TOP,
1722,1791909.071,302730.256,-2.005,1,10B,GS,
1682,1791881.148,302752.831,-2.557,2,10B,GS,
1683,1791881.073,302753.526,-1.945,2,10B,ROCK TOP,
1684,1791881.243,302755.426,-1.784,2,10B,ROCK TOP,
1685,1791883.157,302756.203,-1.726,2,10B,ROCK TOP,
1686,1791882.244,302758.647,-1.583,2,10B,ROCK TOP,
1687,1791883.393,302760.192,-1.882,2,10B,ROCK TOP,
1688,1791885.996,302761.665,-1.7,2,10B,ROCK TOP,
1689,1791886.19,302762.39,-1.916,2,10B,ROCK TOP,
1690,1791886.469,302762.54,-1.59,2,10B,ROCK TOP,
1691,1791886.924,302763.595,-1.182,2,10B,ROCK TOP,
1692,1791887.927,302765.157,-1.279,2,10B,ROCK TOP,
1693,1791889.233,302766.417,-0.849,2,10B,ROCK TOP,
1694,1791889.938,302767.803,-0.957,2,10B,ROCK TOP,
1695,1791889.324,302771.459,-1.364,2,10B,ROCK TOP,
1696,1791890.716,302771.604,-1.377,2,10B,ROCK TOP,
1697,1791892.351,302773.315,-1.226,2,10B,ROCK TOP,
1698,1791892.394,302775.979,-1.419,2,10B,ROCK TOP,
1699,1791893.131,302776.916,-1.409,2,10B,ROCK TOP,
1700,1791894.42,302778.196,-1.318,2,10B,ROCK TOP,
1701,1791895.867,302779.026,-1.028,2,10B,ROCK TOP,
1702,1791897.056,302780.074,-1.163,2,10B,ROCK TOP,
1703,1791898.862,302781.184,-2.198,2,10B,GS,
1666,1791878.029,302798.311,-2.415,3,10B,GS,
1667,1791877.458,302797.577,-1.812,3,10B,ROCK TOP,
1668,1791876.184,302794.8,-1.658,3,10B,ROCK TOP,
1669,1791875.624,302793.809,-1.744,3,10B,ROCK TOP,
1670,1791875.361,302790.652,-1.708,3,10B,ROCK TOP,
1671,1791875.602,302788.675,-1.638,3,10B,ROCK TOP,
1672,1791874.547,302787.518,-1.674,3,10B,ROCK TOP,
1673,1791874.439,302786.015,-1.776,3,10B,ROCK TOP,
1674,1791873.866,302783.945,-1.491,3,10B,ROCK TOP,
1675,1791872.497,302782.857,-1.729,3,10B,ROCK TOP,
1676,1791871.297,302781.06,-1.714,3,10B,ROCK TOP,
1677,1791869.549,302779.306,-1.717,3,10B,ROCK TOP,
1678,1791868.512,302777.083,-1.812,3,10B,ROCK TOP,
1679,1791867.046,302775.513,-1.599,3,10B,ROCK TOP,
1680,1791866.263,302772.913,-1.581,3,10B,ROCK TOP,
1681,1791864.812,302770.35,-2.663,3,10B,GS,
1650,1791843.049,302791.184,-2.823,4,10B,GS,
1651,1791841.522,302792.895,-1.528,4,10B,ROCK TOP,
1652,1791843.066,302794.154,-1.233,4,10B,ROCK TOP,
1653,1791845.222,302795.338,-1.482,4,10B,ROCK TOP,
1654,1791846.644,302796.028,-1.587,4,10B,ROCK TOP,
1655,1791847.246,302797.708,-1.9,4,10B,ROCK TOP,
1656,1791848.717,302799.358,-1.471,4,10B,ROCK TOP,
1657,1791850.07,302800.21,-1.889,4,10B,ROCK TOP,
1658,1791853.085,302801.672,-1.5,4,10B,ROCK TOP,
1659,1791853.956,302803.787,-1.773,4,10B,ROCK TOP,
1660,1791855.263,302805.008,-1.545,4,10B,ROCK TOP,
1661,1791856.387,302805.706,-1.406,4,10B,ROCK TOP,
1662,1791857.601,302808.358,-1.238,4,10B,ROCK TOP,
1663,1791858.768,302809.887,-1.51,4,10B,ROCK TOP,
1664,1791859.632,302811.97,-1.433,4,10B,ROCK TOP,
1665,1791862.681,302811.908,-2.286,4,10B,GS,
1630,1791815.929,302857.268,-2.213,5,10B,GS,
1631,1791815.554,302856.288,-1.414,5,10B,ROCK TOP,
1632,1791814.59,302854.004,-1.375,5,10B,ROCK TOP,
1633,1791813.903,302853.273,-1.255,5,10B,ROCK TOP,
1634,1791812.662,302852.232,-1.26,5,10B,ROCK TOP,
1635,1791811.164,302850.428,-1.435,5,10B,ROCK TOP,
1636,1791811.458,302847.583,-1.265,5,10B,ROCK TOP,
1637,1791810.334,302845.923,-1.198,5,10B,ROCK TOP,
1638,1791807.926,302844.743,-1.453,5,10B,ROCK TOP,
1639,1791807.105,302843.671,-1.189,5,10B,ROCK TOP,
1640,1791806.063,302842.354,-1.262,5,10B,ROCK TOP,
1641,1791805.263,302840.048,-1.354,5,10B,ROCK TOP,
1642,1791804.724,302838.657,-1.435,5,10B,ROCK TOP,
1643,1791804.16,302837.004,-1.198,5,10B,ROCK TOP,
1644,1791803.474,302835.72,-1.505,5,10B,ROCK TOP,
1645,1791802.298,302834.454,-1.494,5,10B,ROCK TOP,
1646,1791800.969,302833.387,-1.549,5,10B,ROCK TOP,
1647,1791800.876,302833.257,-1.554,5,10B,ROCK TOP,
1648,1791798.858,302833.156,-1.5,5,10B,ROCK TOP,
1649,1791798.317,302832.366,-2.398,5,10B,GS,
1611,1791768.861,302854.814,-2.216,6,10B,GS,
1612,1791769.429,302856.685,-1.818,6,10B,ROCK TOP,
1613,1791770.841,302857.263,-1.331,6,10B,ROCK TOP,
1614,1791771.614,302858.543,-1.738,6,10B,ROCK TOP,
1615,1791772.363,302860.362,-1.494,6,10B,ROCK TOP,
1616,1791773.251,302861.7,-1.6,6,10B,ROCK TOP,
1617,1791775.673,302862.142,-1.479,6,10B,ROCK TOP,
1618,1791775.699,302863.933,-1.408,6,10B,ROCK TOP,
1619,1791776.84,302864.988,-1.381,6,10B,ROCK TOP,
1620,1791779.232,302865.954,-1.499,6,10B,ROCK TOP,
1621,1791780.249,302868.713,-1.274,6,10B,ROCK TOP,
1622,1791781.576,302869.258,-1.451,6,10B,ROCK TOP,
1623,1791782.638,302870.194,-1.521,6,10B,ROCK TOP,
1624,1791783.439,302871.833,-1.65,6,10B,ROCK TOP,
1625,1791784.565,302873.079,-1.583,6,10B,ROCK TOP,
1626,1791785.273,302874.502,-1.584,6,10B,ROCK TOP,
1627,1791785.751,302875.693,-1.527,6,10B,ROCK TOP,
1628,1791787.455,302876.543,-1.646,6,10B,ROCK TOP,
1629,1791788.344,302877.507,-2.201,6,10B,GS,
1592,1791744.657,302917.221,-2.746,7,10B,GS,
1593,1791743.556,302916.456,-1.401,7,10B,ROCK TOP,
1594,1791741.986,302914.073,-1.69,7,10B,ROCK TOP,
1595,1791741.113,302912.261,-1.643,7,10B,ROCK TOP,
1596,1791740.381,302909.991,-1.537,7,10B,ROCK TOP,
1597,1791738.723,302906.77,-1.533,7,10B,ROCK TOP,
1598,1791737.207,302905.091,-1.454,7,10B,ROCK TOP,
1599,1791738.418,302904.357,-1.838,7,10B,ROCK TOP,
1600,1791737.207,302902.368,-1.322,7,10B,ROCK TOP,
1601,1791736.422,302901.356,-1.31,7,10B,ROCK TOP,
1602,1791736.51,302899.891,-1.828,7,10B,ROCK TOP,
1603,1791736.965,302898.936,-1.415,7,10B,ROCK TOP,
1604,1791735.408,302898.076,-1.638,7,10B,ROCK TOP,
1605,1791734.449,302897.162,-1.533,7,10B,ROCK TOP,
1606,1791733.987,302895.963,-1.861,7,10B,ROCK TOP,
1607,1791732.017,302894.425,-1.568,7,10B,ROCK TOP,
1608,1791730.067,302893.02,-1.286,7,10B,ROCK TOP,
1609,1791727.009,302891.709,-1.705,7,10B,ROCK TOP,
1610,1791727.239,302891.084,-2.778,7,10B,GS,
1574,1791703.926,302908.967,-2.95,8,10B,GS,
1575,1791704.218,302909.674,-1.692,8,10B,GS,
1576,1791706.525,302910.501,-1.879,8,10B,ROCK TOP,
1577,1791709.238,302912.717,-1.812,8,10B,ROCK TOP,
1578,1791710.905,302913.53,-1.654,8,10B,ROCK TOP,
1579,1791711.267,302915.254,-1.537,8,10B,ROCK TOP,
1580,1791712.114,302915.505,-1.536,8,10B,ROCK TOP,
1581,1791713.914,302916.956,-1.332,8,10B,ROCK TOP,
1582,1791714.297,302916.726,-1.338,8,10B,ROCK TOP,
1583,1791715.649,302918.473,-1.721,8,10B,ROCK TOP,
1584,1791718.187,302919.736,-1.514,8,10B,ROCK TOP,
1585,1791719.051,302921.526,-1.467,8,10B,ROCK TOP,
1586,1791720.189,302923.444,-1.431,8,10B,ROCK TOP,
1587,1791720.623,302925.732,-1.636,8,10B,ROCK TOP,
1588,1791722.722,302927.281,-1.516,8,10B,ROCK TOP,
1589,1791723.225,302928.631,-1.656,8,10B,ROCK TOP,
1590,1791724.128,302929.53,-1.781,8,10B,ROCK TOP,
1591,1791725.099,302929.699,-3.167,8,10B,GS,
1559,1791689.072,302966.094,-3.648,9,10B,GS,
1560,1791689.726,302963.593,-1.701,9,10B,ROCK TOP,
1561,1791688.926,302960.967,-1.668,9,10B,ROCK TOP,
1562,1791687.624,302959.527,-1.613,9,10B,ROCK TOP,
1563,1791687.761,302957.154,-1.847,9,10B,ROCK TOP,
1564,1791686.294,302954.509,-1.942,9,10B,ROCK TOP,
1565,1791684.442,302952.75,-1.699,9,10B,ROCK TOP,
1566,1791681.997,302951.938,-1.896,9,10B,ROCK TOP,
1567,1791680.802,302952.693,-1.547,9,10B,ROCK TOP,
1568,1791679.118,302951.032,-1.739,9,10B,ROCK TOP,
1569,1791679.364,302949.68,-1.725,9,10B,ROCK TOP,
1570,1791678.98,302947.039,-1.623,9,10B,ROCK TOP,
1571,1791678.045,302942.7,-1.752,9,10B,ROCK TOP,
1572,1791676.85,302941.908,-1.74,9,10B,ROCK TOP,
1573,1791674.628,302940.649,-3.435,9,10B,GS,
1947,1790851.005,303492.031,-2.993,1,12,GS,
1948,1790850.576,303492.911,-1.776,1,12,ROCK TOP,
1949,1790853.287,303494.672,-1.869,1,12,ROCK TOP,
1950,1790855.019,303496.914,-1.804,1,12,ROCK TOP,
1951,1790857.824,303500.898,-1.815,1,12,ROCK TOP,
1952,1790858.665,303502.758,-1.698,1,12,ROCK TOP,
1953,1790861.218,303504.114,-1.872,1,12,ROCK TOP,
1954,1790862.153,303506.036,-1.6,1,12,ROCK TOP,
1955,1790864.168,303507.724,-1.764,1,12,ROCK TOP,
1956,1790866.156,303507.621,-1.772,1,12,ROCK TOP,
1957,1790867.758,303509.372,-1.931,1,12,ROCK TOP,
1958,1790869.327,303510.822,-1.837,1,12,ROCK TOP,
1959,1790870.926,303512.436,-1.936,1,12,ROCK TOP,
1960,1790872.347,303514.567,-3.271,1,12,GS,
1961,1790820.322,303562.801,-3.114,2,12,GS,
1962,1790819.655,303562.198,-1.922,2,12,ROCK TOP,
1963,1790817.788,303560.493,-1.927,2,12,ROCK TOP,
1964,1790817.043,303559.605,-1.861,2,12,ROCK TOP,
1965,1790815.851,303557.836,-1.755,2,12,ROCK TOP,
1966,1790815.146,303557.155,-1.814,2,12,ROCK TOP,
1967,1790813.747,303554.991,-1.521,2,12,ROCK TOP,
1968,1790812.929,303553.757,-1.329,2,12,ROCK TOP,
1969,1790811.564,303552.256,-1.364,2,12,ROCK TOP,
1970,1790810.014,303551.4,-1.637,2,12,ROCK TOP,
1971,1790808.593,303549.81,-1.541,2,12,ROCK TOP,
1972,1790807.448,303548.006,-1.633,2,12,ROCK TOP,
1973,1790805.552,303546.982,-1.642,2,12,ROCK TOP,
1974,1790803.372,303545.589,-1.546,2,12,ROCK TOP,
1975,1790801.39,303544.473,-1.494,2,12,ROCK TOP,
1976,1790799.931,303543.368,-1.728,2,12,ROCK TOP,
1977,1790798.593,303541.244,-2.805,2,12,GS,
1978,1790785.151,303553.682,-2.679,3,12,GS,
1979,1790786.566,303554.803,-1.52,3,12,ROCK TOP,
1980,1790788.216,303557.638,-1.537,3,12,ROCK TOP,
1981,1790789.187,303559.08,-1.536,3,12,ROCK TOP,
1982,1790790.331,303560.769,-1.919,3,12,ROCK TOP,
1983,1790791.97,303562.59,-1.63,3,12,ROCK TOP,
1984,1790793.698,303564.765,-1.722,3,12,ROCK TOP,
1985,1790794.197,303565.528,-1.256,3,12,ROCK TOP,
1986,1790795.214,303568.337,-1.444,3,12,ROCK TOP,
1987,1790796.512,303569.821,-1.489,3,12,ROCK TOP,
1988,1790798.704,303572.178,-1.427,3,12,ROCK TOP,
1989,1790799.567,303573.663,-1.84,3,12,ROCK TOP,
1990,1790800.692,303575.533,-1.65,3,12,ROCK TOP,
1991,1790801.39,303577.823,-1.89,3,12,ROCK TOP,
1992,1790802.29,303579.032,-2.77,3,12,GS,
1993,1790797.141,303583.281,-2.659,4,12,GS,
1994,1790796.4,303582.033,-1.56,4,12,ROCK TOP,
1995,1790795.476,303580.758,-1.543,4,12,ROCK TOP,
1996,1790794.462,303578.997,-1.52,4,12,ROCK TOP,
1997,1790793.672,303577.281,-1.34,4,12,ROCK TOP,
1998,1790792.257,303575.401,-1.613,4,12,ROCK TOP,
1999,1790789.888,303572.63,-1.799,4,12,ROCK TOP,
2000,1790789.05,303570.014,-1.41,4,12,ROCK TOP,
2001,1790786.487,303569.451,-1.789,4,12,ROCK TOP,
2002,1790784.963,303568.257,-1.359,4,12,ROCK TOP,
2003,1790783.537,303565.463,-1.612,4,12,ROCK TOP,
2004,1790782.348,303563.486,-1.747,4,12,ROCK TOP,
2005,1790781.554,303561.505,-1.76,4,12,ROCK TOP,
2006,1790779.812,303558.465,-2.599,4,12,GS,
2007,1790759.992,303576.284,-2.462,5,12,GS,
2008,1790760.507,303576.143,-1.723,5,12,ROCK TOP,
2009,1790761.818,303578.166,-1.703,5,12,ROCK TOP,
2010,1790763.003,303579.149,-1.519,5,12,ROCK TOP,
2011,1790764.272,303581.482,-1.409,5,12,ROCK TOP,
2012,1790765.292,303583.178,-1.487,5,12,ROCK TOP,
2013,1790764.956,303586.072,-1.551,5,12,ROCK TOP,
2014,1790766.958,303588.399,-1.76,5,12,ROCK TOP,
2015,1790768.779,303590.648,-1.641,5,12,ROCK TOP,
2016,1790769.683,303591.899,-1.567,5,12,ROCK TOP,
2017,1790769.652,303594.552,-1.345,5,12,ROCK TOP,
2018,1790770.84,303595.496,-1.464,5,12,ROCK TOP,
2019,1790772.861,303597.144,-1.706,5,12,ROCK TOP,
2020,1790773.731,303600.223,-1.661,5,12,ROCK TOP,
2021,1790778.95,303599.142,-2.463,5,12,GS,
2022,1790777.456,303598.213,-1.643,5,12,ROCK TOP,
2023,1790776.46,303596.122,-1.622,5,12,ROCK TOP,
2024,1790773.366,303593.413,-1.77,5,12,ROCK TOP,
2025,1790740.615,303635.362,-2.363,6,12,GS,
2026,1790739.885,303634.468,-1.635,6,12,ROCK TOP,
2027,1790739.341,303632.468,-1.604,6,12,ROCK TOP,
2028,1790738.927,303629.934,-1.299,6,12,ROCK TOP,
2029,1790737.197,303628.133,-1.474,6,12,ROCK TOP,
2030,1790735.611,303626.272,-1.373,6,12,ROCK TOP,
2031,1790735.369,303623.626,-1.42,6,12,ROCK TOP,
2032,1790734.993,303620.89,-1.466,6,12,ROCK TOP,
2033,1790733.185,303618.176,-1.521,6,12,ROCK TOP,
2034,1790731.578,303616.92,-1.372,6,12,ROCK TOP,
2035,1790729.773,303615.993,-1.655,6,12,ROCK TOP,
2036,1790728.551,303614.5,-1.586,6,12,ROCK TOP,
2037,1790726.991,303613.264,-1.77,6,12,ROCK TOP,
2038,1790725.656,303610.834,-1.514,6,12,ROCK TOP,
2039,1790724.61,303608.299,-2.562,6,12,GS,
2040,1790716.18,303615.166,-2.172,7,12,GS,
2041,1790716.947,303616.263,-1.729,7,12,ROCK TOP,
2042,1790719.202,303617.492,-1.588,7,12,ROCK TOP,
2043,1790720.357,303618.457,-1.607,7,12,ROCK TOP,
2044,1790720.437,303620.544,-1.483,7,12,ROCK TOP,
2045,1790721.14,303623.016,-1.294,7,12,ROCK TOP,
2046,1790720.777,303624.328,-1.351,7,12,ROCK TOP,
2047,1790721.188,303626.7,-1.623,7,12,ROCK TOP,
2048,1790723.64,303627.519,-1.663,7,12,ROCK TOP,
2049,1790726.065,303628.574,-1.475,7,12,ROCK TOP,
2050,1790728.034,303631.149,-1.302,7,12,ROCK TOP,
2051,1790729.974,303630.822,-1.584,7,12,ROCK TOP,
2052,1790732.622,303632.547,-1.659,7,12,ROCK TOP,
2053,1790733.838,303634.715,-1.425,7,12,ROCK TOP,
2054,1790736.274,303633.779,-1.625,7,12,ROCK TOP,
2055,1790737.186,303636.432,-1.639,7,12,ROCK TOP,
2056,1790722.628,303652.065,-2.251,8,12,GS,
2057,1790721.448,303650.236,-1.376,8,12,ROCK TOP,
2058,1790720.806,303647.788,-1.456,8,12,ROCK TOP,
2059,1790719.129,303645.639,-1.536,8,12,ROCK TOP,
2060,1790717.946,303643.087,-1.348,8,12,ROCK TOP,
2061,1790715.313,303640.575,-1.358,8,12,ROCK TOP,
2062,1790713.565,303638.485,-1.438,8,12,ROCK TOP,
2063,1790711.542,303637.187,-1.628,8,12,ROCK TOP,
2064,1790710.09,303635.221,-1.294,8,12,ROCK TOP,
2065,1790708.549,303633.838,-1.541,8,12,ROCK TOP,
2066,1790706.4,303632.38,-1.432,8,12,ROCK TOP,
2067,1790703.928,303630.04,-1.462,8,12,ROCK TOP,
2068,1790702.643,303628.427,-2.44,8,12,GS,
2069,1790681.147,303647.186,-2.624,9,12,GS,
2070,1790681.639,303648.388,-1.58,9,12,ROCK TOP,
2071,1790682.56,303650.687,-1.434,9,12,ROCK TOP,
2072,1790684.616,303652.492,-1.568,9,12,ROCK TOP,
2073,1790686.376,303654.788,-1.509,9,12,ROCK TOP,
2074,1790687.615,303657.517,-1.451,9,12,ROCK TOP,
2075,1790688.328,303659.539,-1.273,9,12,ROCK TOP,
2076,1790689.496,303662.335,-1.384,9,12,ROCK TOP,
2077,1790690.961,303664.374,-1.607,9,12,ROCK TOP,
2078,1790690.172,303666.603,-1.275,9,12,ROCK TOP,
2079,1790689.5,303668.975,-1.318,9,12,ROCK TOP,
2080,1790691.995,303671.085,-1.703,9,12,ROCK TOP,
2081,1790695.961,303667.866,-1.553,9,12,ROCK TOP,
2082,1790696.762,303671.445,-1.457,9,12,ROCK TOP,
2083,1790698.188,303674.226,-1.617,9,12,ROCK TOP,
2084,1790699.718,303675.785,-2.232,9,12,GS,
2085,1790669.854,303701.675,-2.073,10,12,GS,
2086,1790668.208,303699.713,-1.546,10,12,ROCK TOP,
2087,1790665.783,303698.713,-1.39,10,12,ROCK TOP,
2088,1790663.953,303697.059,-1.484,10,12,ROCK TOP,
2089,1790662.673,303694.765,-1.333,10,12,ROCK TOP,
2090,1790662.167,303692.989,-1.527,10,12,ROCK TOP,
2091,1790660.838,303691.777,-1.462,10,12,ROCK TOP,
2092,1790658.92,303690.331,-1.451,10,12,ROCK TOP,
2093,1790657.349,303689.661,-1.452,10,12,ROCK TOP,
2094,1790655.283,303685.582,-1.558,10,12,ROCK TOP,
2095,1790653.931,303683.947,-1.349,10,12,ROCK TOP,
2096,1790653.102,303682.402,-1.627,10,12,ROCK TOP,
2097,1790652.348,303679.655,-1.667,10,12,ROCK TOP,
2098,1790648.964,303679.632,-2.209,10,12,GS,
2099,1790631.062,303696.471,-2.514,11,12,GS,
2100,1790631.967,303697.907,-1.707,11,12,ROCK TOP,
2101,1790632.842,303700.354,-1.568,11,12,ROCK TOP,
2102,1790635.628,303701.572,-1.601,11,12,ROCK TOP,
2103,1790636.12,303703.828,-1.541,11,12,ROCK TOP,
2104,1790638.072,303706.377,-1.712,11,12,ROCK TOP,
2105,1790639.587,303708.018,-1.338,11,12,ROCK TOP,
2106,1790641.359,303710.509,-1.43,11,12,ROCK TOP,
2107,1790642.273,303712.963,-1.331,11,12,ROCK TOP,
2108,1790644.125,303714.703,-1.283,11,12,ROCK TOP,
2109,1790645.021,303716.283,-1.37,11,12,ROCK TOP,
2110,1790646.086,303719.132,-1.6,11,12,ROCK TOP,
2111,1790647.871,303721.196,-2.329,11,12,GS,
2112,1790628.966,303740.856,-2.443,12,12,GS,
2113,1790628.057,303739.942,-1.453,12,12,ROCK TOP,
2114,1790625.99,303738.586,-1.399,12,12,ROCK TOP,
2115,1790624.432,303737.516,-1.294,12,12,ROCK TOP,
2116,1790623.428,303736.025,-1.44,12,12,ROCK TOP,
2117,1790622.697,303734.074,-1.53,12,12,ROCK TOP,
2118,1790620.739,303732.168,-1.347,12,12,ROCK TOP,
2119,1790619.089,303730.258,-1.746,12,12,ROCK TOP,
2120,1790617.891,303729.098,-1.643,12,12,ROCK TOP,
2121,1790616.472,303727.466,-1.667,12,12,ROCK TOP,
2122,1790614.925,303724.912,-1.601,12,12,ROCK TOP,
2123,1790612.495,303724.075,-1.362,12,12,ROCK TOP,
2124,1790610.458,303723.072,-1.469,12,12,ROCK TOP,
2125,1790610.632,303719.243,-1.447,12,12,ROCK TOP,
2126,1790608.768,303718.503,-1.554,12,12,ROCK TOP,
2127,1790607.644,303717.562,-2.477,12,12,GS,
2128,1790578.904,303744.427,-2.466,13,12,GS,
2129,1790579.323,303746.421,-1.643,13,12,ROCK TOP,
2130,1790580.875,303746.96,-1.509,13,12,ROCK TOP,
2131,1790581.499,303749.354,-1.564,13,12,ROCK TOP,
2132,1790583.235,303752.416,-1.495,13,12,ROCK TOP,
2133,1790585.47,303753.596,-1.468,13,12,ROCK TOP,
2134,1790586.712,303756.199,-1.636,13,12,ROCK TOP,
2135,1790588.33,303758.557,-1.575,13,12,ROCK TOP,
2136,1790588.274,303761.964,-1.547,13,12,ROCK TOP,
2137,1790589.052,303764.706,-1.581,13,12,ROCK TOP,
2138,1790590.851,303766.55,-1.563,13,12,ROCK TOP,
2139,1790591.451,303769.149,-1.388,13,12,ROCK TOP,
2140,1790592.157,303771.357,-1.469,13,12,ROCK TOP,
2141,1790596.886,303770.371,-2.376,13,12,GS,
2142,1790596.031,303769.385,-1.517,13,12,ROCK TOP,
2143,1790594.523,303767.691,-1.729,13,12,ROCK TOP,
2144,1790571.493,303792.087,-2.27,14,12,GS,
2145,1790571.024,303791.738,-1.621,14,12,ROCK TOP,
2146,1790570.424,303789.328,-1.436,14,12,ROCK TOP,
2147,1790569.537,303786.831,-1.302,14,12,ROCK TOP,
2148,1790569.281,303784.025,-1.364,14,12,ROCK TOP,
2149,1790568.21,303781.044,-1.296,14,12,ROCK TOP,
2150,1790567.198,303780.085,-1.572,14,12,ROCK TOP,
2151,1790564.914,303777.384,-1.593,14,12,ROCK TOP,
2152,1790563.699,303774.115,-1.532,14,12,ROCK TOP,
2153,1790562.077,303771.818,-1.501,14,12,ROCK TOP,
2154,1790560.351,303769.543,-1.56,14,12,ROCK TOP,
2155,1790559.323,303767.381,-1.483,14,12,ROCK TOP,
2156,1790559.811,303765.138,-1.508,14,12,ROCK TOP,
2157,1790557.943,303764.309,-2.471,14,12,GS,
2158,1790533.154,303784.908,-2.552,15,12,GS,
2159,1790533.478,303787.079,-1.822,15,12,ROCK TOP ,
2160,1790535.534,303789.523,-1.365,15,12,ROCK TOP,
2161,1790535.693,303792.029,-1.44,15,12,ROCK TOP,
2162,1790536.588,303793.904,-1.444,15,12,ROCK TOP,
2163,1790537.161,303797.857,-1.734,15,12,ROCK TOP,
2164,1790538.531,303800.174,-1.757,15,12,ROCK TOP,
2165,1790538.977,303802.073,-1.456,15,12,ROCK TOP,
2166,1790540.188,303805.098,-1.776,15,12,ROCK TOP,
2167,1790540.971,303807.8,-1.831,15,12,ROCK TOP,
2168,1790541.974,303809.032,-1.485,15,12,ROCK TOP,
2169,1790543.275,303811.349,-1.444,15,12,ROCK TOP,
2170,1790544.59,303814.379,-1.466,15,12,ROCK TOP,
2171,1790544.93,303816.967,-1.452,15,12,ROCK TOP,
2172,1790549.916,303813.822,-2.35,15,12,GS,
2173,1790549.093,303811.313,-1.687,15,12,ROCK TOP,
2174,1790546.696,303808.622,-1.394,15,12,ROCK TOP,
2175,1790544.756,303806.541,-1.533,15,12,ROCK TOP,
2176,1790530.727,303831.263,-2.476,16,12,GS,
2177,1790529.293,303830.715,-1.401,16,12,ROCK TOP,
2178,1790527.577,303828.474,-1.422,16,12,ROCK TOP,
2179,1790526.378,303826.457,-1.787,16,12,ROCK TOP,
2180,1790524.606,303825.307,-1.284,16,12,ROCK TOP,
2181,1790522.962,303823.203,-1.662,16,12,ROCK TOP,
2182,1790519.658,303820.566,-1.756,16,12,ROCK TOP,
2183,1790518.232,303816.388,-1.396,16,12,ROCK TOP,
2184,1790514.969,303815.47,-1.759,16,12,ROCK TOP,
2185,1790513.597,303813.454,-1.487,16,12,ROCK TOP,
2186,1790512.736,303810.765,-1.549,16,12,ROCK TOP,
2187,1790509.68,303809.989,-1.559,16,12,ROCK TOP,
2188,1790508.525,303807.769,-1.625,16,12,ROCK TOP,
2189,1790506.508,303806.38,-2.919,16,12,GS,
2190,1790498.415,303811.673,-2.608,17,12,GS,
2191,1790499.808,303812.804,-1.466,17,12,ROCK TOP,
2192,1790499.882,303816.502,-1.477,17,12,ROCK TOP,
2193,1790501.33,303818.064,-1.698,17,12,ROCK TOP,
2194,1790504.256,303821.491,-1.756,17,12,ROCK TOP,
2195,1790507.423,303824.977,-1.892,17,12,ROCK TOP,
2196,1790509.449,303827.377,-1.956,17,12,ROCK TOP,
2197,1790511.292,303829.932,-1.773,17,12,ROCK TOP,
2198,1790512.322,303832.584,-1.483,17,12,ROCK TOP,
2199,1790514.117,303834.515,-1.594,17,12,ROCK TOP,
2200,1790515.061,303836.28,-1.524,17,12,ROCK TOP,
2201,1790516.922,303837.452,-1.516,17,12,ROCK TOP,
2202,1790519.068,303838.319,-1.412,17,12,ROCK TOP,
2203,1790519.98,303839.668,-2.47,17,12,GS,
2204,1790491.47,303866.883,-3.024,18,12,GS,
2205,1790490.427,303866.194,-1.763,18,12,ROCK TOP,
2206,1790488.452,303865.215,-1.925,18,12,ROCK TOP,
2207,1790489.67,303863.988,-1.514,18,12,ROCK TOP,
2208,1790486.351,303862.872,-1.54,18,12,ROCK TOP,
2209,1790485.548,303860.4,-1.459,18,12,ROCK TOP,
2210,1790484.679,303858.117,-1.575,18,12,ROCK TOP,
2211,1790485.163,303855.422,-1.61,18,12,ROCK TOP,
